iter	Passed	Remaining
1678	12336	24401
1679	12343	24393
1680	12351	24386
1681	12358	24378
1682	12365	24371
1683	12376	24371
1684	12383	24362
1685	12390	24355
1686	12397	24347
1687	12405	24340
1688	12412	24333
1689	12419	24325
1690	12427	24317
1691	12434	24310
1692	12441	24303
1693	12448	24294
1694	12455	24286
1695	12462	24279
1696	12471	24274
1697	12478	24266
1698	12485	24258
1699	12492	24251
1700	12499	24241
1701	12506	24234
1702	12513	24226
1703	12520	24218
1704	12527	24209
1705	12534	24201
1706	12541	24193
1707	12548	24185
1708	12555	24178
1709	12562	24170
1710	12569	24162
1711	12576	24154
1712	12584	24147
1713	12591	24139
1714	12598	24131
1715	12605	24124
1716	12612	24116
1717	12620	24110
1718	12628	24104
1719	12636	24098
1720	12644	24090
1721	12651	24082
1722	12658	24074
1723	12665	24067
1724	12672	24060
1725	12679	24051
1726	12686	24043
1727	12693	24036
1728	12700	24028
1729	12707	24020
1730	12714	24012
1731	12722	24005
1732	12729	23997
1733	12736	23989
1734	12743	23981
1735	12750	23974
1736	12758	23967
1737	12765	23959
1738	12773	23952
1739	12780	23945
1740	12788	23939
1741	12795	23931
1742	12803	23924
1743	12810	23916
1744	12817	23909
1745	12824	23901
1746	12831	23893
1747	12838	23885
1748	12846	23878
1749	12852	23869
1750	12859	23861
1751	12867	23854
1752	12874	23846
1753	12881	23838
1754	12888	23831
1755	12895	23823
1756	12903	23816
1757	12910	23808
1758	12917	23800
1759	12924	23792
1760	12931	23784
1761	12938	23777
1762	12945	23769
1763	12954	23765
1764	12962	23757
1765	12969	23750
1766	12976	23742
1767	12983	23735
1768	12991	23727
1769	12998	23719
1770	13005	23712
1771	13012	23704
1772	13019	23696
1773	13027	23689
1774	13034	23682
1775	13042	23675
1776	13049	23668
1777	13056	23660
1778	13063	23653
1779	13070	23645
1780	13078	23637
1781	13085	23630
1782	13092	23623
1783	13100	23615
1784	13107	23607
1785	13114	23600
1786	13121	23592
1787	13129	23585
1788	13136	23577
1789	13143	23570
1790	13151	23563
1791	13158	23555
1792	13165	23547
1793	13172	23540
1794	13179	23532
1795	13187	23525
1796	13193	23516
1797	13200	23508
1798	13207	23500
1799	13214	23492
1800	13221	23484
1801	13229	23477
1802	13236	23470
1803	13243	23462
1804	13250	23454
1805	13257	23447
1806	13265	23439
1807	13272	23432
1808	13279	23425
1809	13287	23417
1810	13294	23410
1811	13301	23402
1812	13308	23395
1813	13316	23387
1814	13323	23379
1815	13330	23371
1816	13337	23365
1817	13344	23357
1818	13351	23348
1819	13359	23341
1820	13366	23334
1821	13373	23326
1822	13380	23318
1823	13387	23310
1824	13395	23304
1825	13402	23296
1826	13409	23289
1827	13417	23281
1828	13423	23273
1829	13431	23266
1830	13439	23260
1831	13446	23252
1832	13453	23245
1833	13461	23237
1834	13467	23229
1835	13475	23222
1836	13482	23215
1837	13490	23208
1838	13497	23200
1839	13504	23193
1840	13511	23185
1841	13518	23176
1842	13525	23169
1843	13533	23161
1844	13540	23154
1845	13547	23146
1846	13554	23138
1847	13560	23129
1848	13568	23122
1849	13575	23114
1850	13582	23107
1851	13599	23116
1852	13606	23108
1853	13614	23101
1854	13620	23093
1855	13628	23085
1856	13635	23078
1857	13642	23070
1858	13649	23063
1859	13656	23055
1860	13664	23047
1861	13671	23039
1862	13678	23032
1863	13685	23025
1864	13693	23018
1865	13700	23011
1866	13707	23002
1867	13715	22995
1868	13722	22987
1869	13729	22980
1870	13736	22972
1871	13743	22964
1872	13750	22956
1873	13757	22949
1874	13765	22941
1875	13772	22934
1876	13779	22926
1877	13786	22918
1878	13793	22911
1879	13801	22904
1880	13808	22896
1881	13816	22889
1882	13823	22882
1883	13830	22874
1884	13837	22866
1885	13844	22859
1886	13852	22852
1887	13859	22844
1888	13866	22836
1889	13873	22829
1890	13881	22823
1891	13889	22815
1892	13896	22808
1893	13903	22800
1894	13910	22792
1895	13917	22784
1896	13924	22777
1897	13932	22770
1898	13939	22763
1899	13947	22757
1900	13956	22751
1901	13964	22744
1902	13971	22737
1903	13978	22729
1904	13986	22723
1905	13993	22715
1906	14000	22707
1907	14008	22701
1908	14015	22692
1909	14022	22685
1910	14029	22678
1911	14037	22671
1912	14044	22663
1913	14052	22656
1914	14059	22648
1915	14066	22641
1916	14074	22634
1917	14081	22626
1918	14088	22619
1919	14095	22611
1920	14102	22604
1921	14110	22596
1922	14117	22589
1923	14125	22582
1924	14132	22574
1925	14138	22566
1926	14145	22558
1927	14152	22550
1928	14160	22544
1929	14167	22536
1930	14175	22529
1931	14183	22522
1932	14190	22515
1933	14197	22508
1934	14205	22501
1935	14213	22494
1936	14221	22487
1937	14228	22481
1938	14236	22473
1939	14243	22465
1940	14250	22458
1941	14257	22450
1942	14264	22442
1943	14271	22435
1944	14279	22428
1945	14286	22421
1946	14294	22415
1947	14302	22407
1948	14309	22400
1949	14316	22392
1950	14323	22385
1951	14331	22378
1952	14338	22370
1953	14346	22363
1954	14353	22355
1955	14360	22347
1956	14367	22339
1957	14374	22332
1958	14381	22325
1959	14390	22319
1960	14397	22311
1961	14404	22304
1962	14412	22298
1963	14419	22290
1964	14426	22282
1965	14433	22274
1966	14440	22266
1967	14447	22258
1968	14453	22249
1969	14461	22242
1970	14468	22235
1971	14475	22227
1972	14482	22219
1973	14489	22211
1974	14496	22203
1975	14503	22195
1976	14510	22187
1977	14517	22180
1978	14524	22171
1979	14531	22164
1980	14538	22156
1981	14546	22149
1982	14552	22141
1983	14560	22133
1984	14567	22125
1985	14574	22118
1986	14581	22110
1987	14588	22103
1988	14595	22095
1989	14602	22086
1990	14609	22079
1991	14616	22072
1992	14624	22065
1993	14631	22057
1994	14639	22050
1995	14646	22042
1996	14652	22034
1997	14660	22026
1998	14667	22020
1999	14674	22012
2000	14682	22004
2001	14689	21996
2002	14696	21989
2003	14703	21982
2004	14710	21974
2005	14717	21966
2006	14725	21959
2007	14733	21952
2008	14740	21945
2009	14747	21937
2010	14754	21929
2011	14761	21922
2012	14768	21914
2013	14775	21907
2014	14783	21899
2015	14790	21891
2016	14797	21884
2017	14804	21876
2018	14811	21868
2019	14818	21860
2020	14825	21853
2021	14833	21846
2022	14840	21838
2023	14847	21830
2024	14854	21823
2025	14861	21815
2026	14868	21808
2027	14875	21800
2028	14883	21792
2029	14890	21786
2030	14898	21779
2031	14905	21771
2032	14912	21763
2033	14919	21755
2034	14926	21748
2035	14934	21741
2036	14941	21733
2037	14949	21727
2038	14957	21721
2039	14966	21716
2040	14974	21709
2041	14981	21702
2042	14989	21694
2043	14996	21687
2044	15004	21680
2045	15010	21672
2046	15017	21664
2047	15025	21657
2048	15032	21650
2049	15039	21642
2050	15046	21634
2051	15054	21627
2052	15061	21620
2053	15068	21612
2054	15075	21604
2055	15083	21597
2056	15090	21590
2057	15097	21583
2058	15105	21575
2059	15112	21567
2060	15119	21560
2061	15126	21552
2062	15133	21545
2063	15140	21537
2064	15147	21529
2065	15155	21522
2066	15162	21514
2067	15169	21507
2068	15177	21500
2069	15184	21492
2070	15191	21485
2071	15198	21477
2072	15205	21469
2073	15213	21463
2074	15220	21455
2075	15227	21447
2076	15234	21440
2077	15241	21432
2078	15249	21426
2079	15258	21420
2080	15265	21412
2081	15272	21404
2082	15279	21397
2083	15286	21389
2084	15293	21381
2085	15300	21373
2086	15307	21365
2087	15314	21358
2088	15321	21350
2089	15328	21342
2090	15335	21335
2091	15342	21327
2092	15349	21319
2093	15357	21312
2094	15365	21305
2095	15372	21298
2096	15380	21291
2097	15387	21284
2098	15394	21276
2099	15400	21267
2100	15408	21260
2101	15414	21252
2102	15422	21244
2103	15428	21236
2104	15436	21229
2105	15443	21221
2106	15449	21213
2107	15456	21204
2108	15463	21196
2109	15470	21189
2110	15477	21181
2111	15484	21174
2112	15491	21166
2113	15498	21158
2114	15506	21151
2115	15513	21144
2116	15520	21136
2117	15527	21128
2118	15534	21121
2119	15541	21113
2120	15548	21105
2121	15556	21098
2122	15563	21091
2123	15570	21083
2124	15578	21076
2125	15585	21068
2126	15592	21061
2127	15599	21053
2128	15606	21046
2129	15614	21038
2130	15621	21031
2131	15628	21023
2132	15635	21016
2133	15643	21009
2134	15650	21001
2135	15657	20994
2136	15664	20986
2137	15671	20978
2138	15678	20970
2139	15685	20962
2140	15692	20955
2141	15699	20947
2142	15707	20940
2143	15714	20932
2144	15721	20925
2145	15729	20918
2146	15737	20911
2147	15744	20904
2148	15751	20896
2149	15758	20888
2150	15765	20881
2151	15772	20874
2152	15780	20866
2153	15787	20859
2154	15794	20851
2155	15801	20843
2156	15808	20835
2157	15815	20828
2158	15823	20821
2159	15830	20814
2160	15838	20808
2161	15846	20800
2162	15853	20793
2163	15860	20785
2164	15868	20778
2165	15875	20771
2166	15882	20763
2167	15889	20755
2168	15896	20748
2169	15903	20740
2170	15911	20733
2171	15918	20725
2172	15925	20718
2173	15933	20711
2174	15939	20703
2175	15947	20696
2176	15955	20690
2177	15963	20683
2178	15970	20675
2179	15977	20668
2180	15984	20660
2181	15992	20653
2182	15998	20645
2183	16006	20638
2184	16013	20630
2185	16020	20622
2186	16027	20615
2187	16034	20607
2188	16041	20600
2189	16048	20592
2190	16056	20585
2191	16063	20577
2192	16070	20569
2193	16077	20562
2194	16084	20554
2195	16091	20546
2196	16098	20539
2197	16106	20531
2198	16112	20523
2199	16120	20516
2200	16127	20508
2201	16134	20501
2202	16141	20494
2203	16149	20486
2204	16156	20479
2205	16164	20472
2206	16170	20464
2207	16177	20456
2208	16184	20448
2209	16191	20441
2210	16199	20433
2211	16205	20425
2212	16213	20418
2213	16221	20411
2214	16228	20404
2215	16235	20397
2216	16242	20389
2217	16250	20382
2218	16257	20374
2219	16264	20367
2220	16272	20360
2221	16279	20353
2222	16286	20345
2223	16294	20338
2224	16301	20330
2225	16308	20323
2226	16316	20316
2227	16323	20309
2228	16330	20301
2229	16338	20294
2230	16344	20286
2231	16352	20279
2232	16359	20271
2233	16366	20263
2234	16373	20255
2235	16380	20248
2236	16386	20239
2237	16393	20231
2238	16400	20224
2239	16407	20216
2240	16414	20209
2241	16421	20201
2242	16428	20193
2243	16435	20185
2244	16442	20177
2245	16450	20171
2246	16458	20164
2247	16465	20157
2248	16473	20150
2249	16480	20142
2250	16488	20135
2251	16495	20128
2252	16502	20120
2253	16509	20113
2254	16516	20105
2255	16523	20097
2256	16530	20089
2257	16537	20081
2258	16544	20074
2259	16551	20066
2260	16558	20058
2261	16565	20050
2262	16572	20043
2263	16579	20036
2264	16586	20028
2265	16594	20021
2266	16601	20014
2267	16608	20006
2268	16615	19999
2269	16623	19991
2270	16630	19984
2271	16637	19977
2272	16645	19969
2273	16652	19962
2274	16659	19954
2275	16666	19947
2276	16674	19940
2277	16680	19931
2278	16688	19924
2279	16695	19917
2280	16702	19909
2281	16709	19902
2282	16716	19894
2283	16724	19887
2284	16731	19880
2285	16738	19872
2286	16746	19865
2287	16753	19858
2288	16760	19850
2289	16767	19842
2290	16774	19834
2291	16781	19827
2292	16788	19819
2293	16795	19811
2294	16802	19804
2295	16809	19796
2296	16816	19788
2297	16824	19781
2298	16831	19774
2299	16838	19767
2300	16846	19760
2301	16853	19752
2302	16861	19745
2303	16868	19738
2304	16875	19730
2305	16882	19723
2306	16890	19716
2307	16897	19708
2308	16904	19701
2309	16912	19694
2310	16919	19687
2311	16927	19680
2312	16934	19672
2313	16941	19665
2314	16949	19658
2315	16956	19650
2316	16963	19642
2317	16970	19635
2318	16977	19628
2319	16985	19621
2320	16993	19614
2321	17000	19607
2322	17007	19599
2323	17014	19592
2324	17021	19584
2325	17029	19577
2326	17036	19569
2327	17043	19562
2328	17051	19555
2329	17058	19547
2330	17065	19539
2331	17072	19532
2332	17079	19525
2333	17086	19517
2334	17094	19510
2335	17101	19502
2336	17108	19495
2337	17115	19487
2338	17122	19480
2339	17129	19472
2340	17137	19464
2341	17144	19457
2342	17151	19450
2343	17159	19443
2344	17166	19435
2345	17173	19427
2346	17180	19420
2347	17187	19412
2348	17194	19404
2349	17201	19397
2350	17209	19390
2351	17216	19383
2352	17223	19375
2353	17231	19369
2354	17238	19361
2355	17246	19354
2356	17253	19347
2357	17260	19339
2358	17267	19332
2359	17275	19324
2360	17282	19317
2361	17289	19309
2362	17296	19302
2363	17303	19294
2364	17311	19287
2365	17318	19280
2366	17326	19274
2367	17334	19266
2368	17341	19259
2369	17348	19251
2370	17355	19243
2371	17362	19236
2372	17369	19228
2373	17376	19221
2374	17383	19213
2375	17391	19206
2376	17397	19198
2377	17404	19190
2378	17411	19183
2379	17419	19176
2380	17426	19168
2381	17434	19161
2382	17441	19154
2383	17448	19146
2384	17456	19139
2385	17463	19131
2386	17470	19124
2387	17477	19117
2388	17484	19109
2389	17491	19101
2390	17499	19094
2391	17506	19087
2392	17513	19080
2393	17521	19073
2394	17529	19066
2395	17536	19058
2396	17543	19051
2397	17550	19043
2398	17558	19036
2399	17565	19029
2400	17572	19021
2401	17580	19014
2402	17587	19007
2403	17594	18999
2404	17602	18992
2405	17609	18985
2406	17617	18978
2407	17624	18971
2408	17631	18963
2409	17639	18957
2410	17646	18949
2411	17654	18942
2412	17661	18934
2413	17668	18927
2414	17675	18919
2415	17683	18912
2416	17689	18904
2417	17696	18897
2418	17703	18889
2419	17711	18881
2420	17718	18874
2421	17725	18867
2422	17733	18860
2423	17740	18852
2424	17747	18845
2425	17755	18838
2426	17762	18830
2427	17769	18823
2428	17776	18816
2429	17783	18808
2430	17791	18801
2431	17798	18793
2432	17805	18786
2433	17812	18778
2434	17819	18770
2435	17826	18762
2436	17833	18755
2437	17840	18747
2438	17847	18739
2439	17854	18732
2440	17861	18724
2441	17868	18717
2442	17875	18709
2443	17883	18702
2444	17890	18695
2445	17898	18688
2446	17905	18680
2447	17912	18673
2448	17919	18665
2449	17926	18658
2450	17934	18651
2451	17941	18643
2452	17949	18636
2453	17957	18630
2454	17965	18623
2455	17972	18615
2456	17979	18608
2457	17986	18601
2458	17993	18594
2459	18000	18586
2460	18007	18578
2461	18014	18570
2462	18022	18563
2463	18029	18556
2464	18036	18548
2465	18043	18541
2466	18050	18533
2467	18057	18526
2468	18065	18518
2469	18072	18511
2470	18079	18503
2471	18086	18496
2472	18093	18488
2473	18100	18481
2474	18108	18474
2475	18115	18466
2476	18122	18459
2477	18129	18451
2478	18137	18444
2479	18144	18437
2480	18151	18429
2481	18158	18421
2482	18165	18414
2483	18172	18406
2484	18180	18400
2485	18188	18393
2486	18195	18385
2487	18202	18378
2488	18210	18371
2489	18217	18363
2490	18223	18355
2491	18231	18348
2492	18239	18341
2493	18245	18333
2494	18253	18326
2495	18260	18318
2496	18266	18310
2497	18273	18303
2498	18280	18295
2499	18287	18287
2500	18295	18280
2501	18302	18273
2502	18309	18265
2503	18316	18257
2504	18324	18251
2505	18332	18244
2506	18339	18236
2507	18346	18229
2508	18353	18221
2509	18360	18214
2510	18367	18206
2511	18374	18198
2512	18381	18191
2513	18389	18184
2514	18396	18177
2515	18403	18169
2516	18410	18161
2517	18417	18153
2518	18424	18146
2519	18432	18139
2520	18440	18133
2521	18447	18125
2522	18453	18117
2523	18461	18110
2524	18468	18102
2525	18475	18095
2526	18483	18088
2527	18490	18081
2528	18498	18073
2529	18505	18066
2530	18512	18058
2531	18519	18051
2532	18527	18044
2533	18534	18037
2534	18540	18029
2535	18548	18021
2536	18555	18014
2537	18562	18006
2538	18569	17998
2539	18576	17991
2540	18584	17984
2541	18592	17977
2542	18598	17969
2543	18605	17962
2544	18612	17954
2545	18619	17946
2546	18626	17939
2547	18634	17931
2548	18640	17924
2549	18647	17916
2550	18654	17909
2551	18662	17901
2552	18669	17894
2553	18676	17886
2554	18683	17879
2555	18690	17871
2556	18698	17864
2557	18705	17857
2558	18714	17851
2559	18721	17844
2560	18729	17836
2561	18736	17829
2562	18743	17822
2563	18751	17815
2564	18759	17808
2565	18766	17800
2566	18773	17793
2567	18781	17786
2568	18788	17779
2569	18795	17771
2570	18803	17764
2571	18810	17757
2572	18817	17750
2573	18824	17742
2574	18831	17734
2575	18838	17727
2576	18846	17720
2577	18853	17712
2578	18861	17706
2579	18869	17698
2580	18876	17691
2581	18884	17684
2582	18891	17677
2583	18898	17669
2584	18905	17662
2585	18912	17654
2586	18919	17647
2587	18926	17639
2588	18933	17631
2589	18940	17623
2590	18947	17616
2591	18955	17609
2592	18963	17603
2593	18970	17595
2594	18977	17588
2595	18985	17581
2596	18992	17573
2597	18999	17566
2598	19007	17559
2599	19014	17551
2600	19021	17544
2601	19028	17536
2602	19035	17529
2603	19043	17522
2604	19050	17514
2605	19057	17507
2606	19064	17499
2607	19071	17492
2608	19079	17484
2609	19086	17477
2610	19093	17470
2611	19101	17463
2612	19108	17455
2613	19115	17448
2614	19123	17441
2615	19131	17434
2616	19138	17427
2617	19146	17420
2618	19153	17412
2619	19159	17404
2620	19167	17397
2621	19174	17390
2622	19181	17382
2623	19189	17375
2624	19196	17367
2625	19203	17360
2626	19210	17352
2627	19217	17345
2628	19225	17338
2629	19232	17331
2630	19240	17324
2631	19247	17316
2632	19254	17309
2633	19261	17302
2634	19269	17295
2635	19277	17288
2636	19283	17280
2637	19290	17272
2638	19297	17264
2639	19304	17257
2640	19312	17250
2641	19319	17242
2642	19326	17235
2643	19333	17227
2644	19341	17220
2645	19348	17212
2646	19355	17205
2647	19361	17197
2648	19368	17190
2649	19376	17182
2650	19383	17175
2651	19390	17167
2652	19397	17160
2653	19404	17152
2654	19411	17145
2655	19418	17137
2656	19425	17130
2657	19433	17123
2658	19440	17115
2659	19447	17108
2660	19454	17100
2661	19461	17092
2662	19468	17085
2663	19475	17077
2664	19483	17070
2665	19490	17063
2666	19497	17055
2667	19504	17048
2668	19512	17041
2669	19520	17034
2670	19526	17026
2671	19534	17019
2672	19541	17011
2673	19548	17004
2674	19555	16997
2675	19563	16989
2676	19570	16982
2677	19577	16974
2678	19584	16967
2679	19592	16960
2680	19598	16952
2681	19606	16945
2682	19613	16938
2683	19621	16930
2684	19627	16923
2685	19635	16915
2686	19642	16908
2687	19650	16901
2688	19657	16894
2689	19664	16887
2690	19672	16879
2691	19680	16873
2692	19689	16867
2693	19697	16860
2694	19704	16852
2695	19711	16845
2696	19718	16837
2697	19725	16830
2698	19732	16822
2699	19739	16815
2700	19746	16807
2701	19754	16800
2702	19761	16793
2703	19769	16786
2704	19776	16779
2705	19783	16771
2706	19791	16764
2707	19798	16756
2708	19805	16749
2709	19812	16741
2710	19819	16734
2711	19826	16727
2712	19834	16719
2713	19841	16712
2714	19848	16705
2715	19856	16697
2716	19864	16691
2717	19871	16684
2718	19879	16676
2719	19886	16669
2720	19894	16662
2721	19901	16655
2722	19908	16647
2723	19915	16640
2724	19923	16633
2725	19930	16625
2726	19937	16618
2727	19945	16611
2728	19953	16604
2729	19961	16597
2730	19968	16590
2731	19976	16583
2732	19983	16576
2733	19990	16568
2734	19998	16561
2735	20005	16554
2736	20012	16547
2737	20020	16539
2738	20027	16532
2739	20034	16524
2740	20041	16517
2741	20049	16510
2742	20056	16502
2743	20063	16495
2744	20070	16487
2745	20077	16480
2746	20085	16473
2747	20092	16465
2748	20099	16458
2749	20107	16451
2750	20114	16443
2751	20121	16436
2752	20128	16428
2753	20135	16421
2754	20142	16413
2755	20149	16405
2756	20156	16398
2757	20163	16390
2758	20171	16383
2759	20178	16376
2760	20185	16369
2761	20192	16361
2762	20199	16353
2763	20206	16346
2764	20214	16339
2765	20221	16332
2766	20229	16325
2767	20236	16317
2768	20243	16310
2769	20250	16302
2770	20257	16295
2771	20264	16287
2772	20271	16280
2773	20278	16272
2774	20285	16264
2775	20292	16257
2776	20300	16250
2777	20307	16243
2778	20314	16235
2779	20321	16228
2780	20329	16221
2781	20335	16213
2782	20342	16205
2783	20350	16198
2784	20357	16190
2785	20364	16183
2786	20371	16175
2787	20378	16168
2788	20385	16161
2789	20393	16153
2790	20400	16146
2791	20407	16139
2792	20415	16131
2793	20422	16124
2794	20429	16117
2795	20436	16109
2796	20443	16101
2797	20450	16094
2798	20457	16086
2799	20466	16080
2800	20473	16073
2801	20481	16066
2802	20488	16058
2803	20495	16051
2804	20502	16043
2805	20510	16036
2806	20517	16029
2807	20524	16022
2808	20531	16014
2809	20539	16007
2810	20546	16000
2811	20553	15992
2812	20560	15985
2813	20567	15977
2814	20574	15970
2815	20581	15962
2816	20588	15955
2817	20596	15947
2818	20605	15941
2819	20612	15934
2820	20620	15927
2821	20627	15920
2822	20634	15912
2823	20641	15905
2824	20649	15898
2825	20656	15890
2826	20663	15883
2827	20670	15875
2828	20678	15868
2829	20685	15861
2830	20693	15854
2831	20700	15847
2832	20707	15839
2833	20714	15832
2834	20722	15824
2835	20729	15817
2836	20736	15809
2837	20745	15803
2838	20752	15796
2839	20760	15789
2840	20768	15782
2841	20776	15776
2842	20784	15769
2843	20791	15761
2844	20799	15754
2845	20806	15747
2846	20814	15740
2847	20822	15733
2848	20830	15726
2849	20838	15720
2850	20845	15712
2851	20853	15705
2852	20860	15698
2853	20868	15691
2854	20875	15684
2855	20883	15676
2856	20890	15669
2857	20897	15661
2858	20904	15654
2859	20911	15646
2860	20918	15639
2861	20925	15632
2862	20932	15624
2863	20940	15617
2864	20948	15610
2865	20956	15603
2866	20963	15596
2867	20970	15588
2868	20976	15580
2869	20984	15573
2870	20991	15566
2871	20998	15559
2872	21005	15551
2873	21013	15544
2874	21020	15536
2875	21027	15529
2876	21034	15522
2877	21041	15514
2878	21049	15507
2879	21056	15499
2880	21063	15492
2881	21070	15484
2882	21077	15477
2883	21084	15469
2884	21091	15462
2885	21098	15454
2886	21105	15447
2887	21113	15440
2888	21120	15433
2889	21128	15425
2890	21135	15418
2891	21142	15411
2892	21149	15403
2893	21157	15396
2894	21164	15388
2895	21171	15381
2896	21178	15374
2897	21185	15366
2898	21192	15359
2899	21199	15351
2900	21207	15344
2901	21214	15336
2902	21222	15330
2903	21228	15322
2904	21235	15314
2905	21242	15306
2906	21249	15299
2907	21256	15291
2908	21263	15284
2909	21271	15277
2910	21278	15269
2911	21285	15262
2912	21292	15255
2913	21299	15247
2914	21306	15240
2915	21314	15232
2916	21320	15225
2917	21328	15217
2918	21335	15210
2919	21341	15202
2920	21348	15194
2921	21355	15187
2922	21363	15180
2923	21370	15172
2924	21377	15165
2925	21384	15157
2926	21391	15150
2927	21398	15142
2928	21405	15135
2929	21413	15128
2930	21421	15121
2931	21427	15113
2932	21435	15106
2933	21442	15098
2934	21449	15091
2935	21459	15085
2936	21467	15079
2937	21474	15071
2938	21482	15064
2939	21489	15057
2940	21496	15049
2941	21503	15042
2942	21510	15034
2943	21518	15027
2944	21525	15020
2945	21532	15013
2946	21539	15005
2947	21547	14998
2948	21554	14990
2949	21561	14983
2950	21568	14976
2951	21576	14968
2952	21583	14961
2953	21590	14953
2954	21597	14946
2955	21604	14939
2956	21612	14932
2957	21619	14924
2958	21627	14917
2959	21633	14909
2960	21640	14902
2961	21648	14894
2962	21655	14887
2963	21662	14879
2964	21669	14872
2965	21676	14865
2966	21683	14857
2967	21690	14850
2968	21697	14842
2969	21705	14835
2970	21713	14828
2971	21720	14821
2972	21728	14814
2973	21735	14806
2974	21742	14799
2975	21749	14791
2976	21756	14784
2977	21764	14777
2978	21771	14770
2979	21779	14763
2980	21786	14755
2981	21794	14748
2982	21801	14741
2983	21808	14733
2984	21816	14726
2985	21823	14719
2986	21830	14711
2987	21838	14704
2988	21845	14697
2989	21853	14690
2990	21859	14682
2991	21866	14675
2992	21873	14667
2993	21881	14660
2994	21888	14653
2995	21895	14645
2996	21903	14638
2997	21910	14631
2998	21917	14623
2999	21925	14616
3000	21931	14609
3001	21938	14601
3002	21945	14594
3003	21953	14587
3004	21961	14580
3005	21968	14572
3006	21975	14565
3007	21983	14558
3008	21990	14550
3009	21997	14543
3010	22004	14535
3011	22012	14528
3012	22019	14521
3013	22026	14513
3014	22034	14506
3015	22041	14499
3016	22048	14492
3017	22056	14485
3018	22064	14478
3019	22071	14470
3020	22078	14463
3021	22085	14455
3022	22093	14448
3023	22100	14441
3024	22108	14434
3025	22115	14427
3026	22123	14419
3027	22129	14412
3028	22136	14404
3029	22144	14397
3030	22151	14389
3031	22158	14382
3032	22165	14375
3033	22173	14367
3034	22180	14360
3035	22187	14353
3036	22194	14345
3037	22201	14338
3038	22208	14330
3039	22215	14323
3040	22223	14316
3041	22230	14309
3042	22237	14301
3043	22245	14294
3044	22251	14286
3045	22258	14278
3046	22266	14271
3047	22274	14264
3048	22281	14257
3049	22288	14250
3050	22296	14242
3051	22303	14235
3052	22310	14228
3053	22317	14220
3054	22324	14213
3055	22332	14205
3056	22338	14198
3057	22346	14191
3058	22353	14184
3059	22361	14176
3060	22368	14169
3061	22376	14162
3062	22383	14155
3063	22391	14147
3064	22399	14141
3065	22406	14133
3066	22413	14126
3067	22420	14118
3068	22428	14111
3069	22436	14104
3070	22443	14097
3071	22450	14090
3072	22458	14082
3073	22464	14075
3074	22472	14068
3075	22480	14061
3076	22487	14053
3077	22493	14045
3078	22501	14038
3079	22508	14031
3080	22515	14023
3081	22523	14016
3082	22529	14009
3083	22538	14002
3084	22545	13994
3085	22552	13987
3086	22559	13980
3087	22567	13972
3088	22573	13965
3089	22581	13957
3090	22588	13950
3091	22595	13942
3092	22602	13935
3093	22609	13928
3094	22617	13921
3095	22624	13913
3096	22631	13906
3097	22638	13898
3098	22645	13891
3099	22652	13883
3100	22660	13876
3101	22667	13869
3102	22674	13862
3103	22681	13854
3104	22688	13847
3105	22695	13839
3106	22703	13832
3107	22710	13825
3108	22717	13817
3109	22724	13809
3110	22731	13802
3111	22738	13795
3112	22745	13787
3113	22753	13780
3114	22760	13773
3115	22767	13765
3116	22774	13758
3117	22782	13751
3118	22789	13743
3119	22797	13736
3120	22804	13729
3121	22811	13721
3122	22818	13714
3123	22824	13706
3124	22831	13699
3125	22838	13691
3126	22846	13684
3127	22854	13677
3128	22861	13669
3129	22868	13662
3130	22875	13654
3131	22882	13647
3132	22888	13639
3133	22896	13632
3134	22903	13625
3135	22910	13617
3136	22917	13610
3137	22925	13603
3138	22932	13595
3139	22939	13588
3140	22947	13581
3141	22955	13574
3142	22962	13567
3143	22969	13559
3144	22977	13552
3145	22984	13545
3146	22992	13538
3147	22999	13530
3148	23006	13523
3149	23014	13516
3150	23022	13509
3151	23029	13501
3152	23036	13494
3153	23044	13487
3154	23051	13480
3155	23058	13472
3156	23066	13465
3157	23072	13457
3158	23079	13450
3159	23087	13443
3160	23094	13435
3161	23101	13428
3162	23108	13420
3163	23116	13413
3164	23123	13406
3165	23131	13399
3166	23138	13392
3167	23145	13384
3168	23152	13377
3169	23159	13369
3170	23166	13362
3171	23173	13354
3172	23180	13347
3173	23187	13339
3174	23194	13332
3175	23201	13324
3176	23208	13317
3177	23215	13309
3178	23222	13302
3179	23229	13294
3180	23236	13287
3181	23243	13280
3182	23251	13273
3183	23258	13265
3184	23266	13258
3185	23274	13251
3186	23280	13243
3187	23287	13236
3188	23294	13228
3189	23302	13221
3190	23309	13214
3191	23316	13206
3192	23323	13199
3193	23330	13192
3194	23338	13184
3195	23345	13177
3196	23352	13169
3197	23358	13162
3198	23366	13154
3199	23373	13147
3200	23380	13140
3201	23388	13132
3202	23395	13125
3203	23402	13118
3204	23409	13110
3205	23416	13103
3206	23423	13096
3207	23431	13088
3208	23438	13081
3209	23445	13074
3210	23453	13067
3211	23460	13059
3212	23467	13052
3213	23475	13044
3214	23482	13037
3215	23489	13029
3216	23495	13022
3217	23503	13015
3218	23510	13007
3219	23517	13000
3220	23525	12993
3221	23532	12986
3222	23540	12978
3223	23546	12971
3224	23554	12963
3225	23562	12956
3226	23569	12949
3227	23576	12942
3228	23583	12934
3229	23590	12927
3230	23597	12920
3231	23606	12913
