iter	Passed	Remaining
598	4449	32693
599	4457	32686
600	4464	32677
601	4471	32665
602	4478	32658
603	4486	32650
604	4493	32644
605	4501	32636
606	4508	32629
607	4515	32620
608	4524	32623
609	4532	32618
610	4539	32608
611	4546	32600
612	4554	32591
613	4562	32588
614	4569	32582
615	4577	32576
616	4585	32570
617	4592	32560
618	4599	32550
619	4606	32543
620	4613	32535
621	4621	32527
622	4628	32518
623	4636	32512
624	4643	32504
625	4650	32491
626	4658	32492
627	4666	32489
628	4674	32481
629	4681	32471
630	4688	32461
631	4695	32451
632	4702	32439
633	4709	32434
634	4717	32427
635	4724	32420
636	4731	32409
637	4738	32397
638	4745	32384
639	4752	32378
640	4759	32366
641	4766	32358
642	4774	32349
643	4781	32339
644	4788	32329
645	4795	32320
646	4802	32311
647	4809	32302
648	4817	32296
649	4824	32285
650	4831	32276
651	4838	32269
652	4846	32261
653	4853	32252
654	4860	32242
655	4867	32232
656	4874	32223
657	4881	32211
658	4889	32205
659	4896	32196
660	4903	32186
661	4910	32175
662	4917	32165
663	4924	32157
664	4932	32152
665	4940	32149
666	4947	32142
667	4955	32135
668	4962	32123
669	4969	32117
670	4977	32110
671	4984	32103
672	4991	32094
673	4999	32086
674	5006	32078
675	5013	32070
676	5020	32058
677	5027	32050
678	5035	32047
679	5042	32036
680	5049	32027
681	5057	32019
682	5064	32011
683	5071	32003
684	5079	31994
685	5086	31986
686	5093	31975
687	5100	31967
688	5108	31963
689	5115	31956
690	5123	31948
691	5130	31942
692	5137	31932
693	5145	31926
694	5153	31919
695	5160	31909
696	5167	31901
697	5175	31895
698	5181	31884
699	5188	31875
700	5196	31867
701	5203	31860
702	5210	31850
703	5218	31844
704	5225	31836
705	5233	31830
706	5240	31821
707	5248	31814
708	5255	31804
709	5262	31796
710	5269	31785
711	5276	31776
712	5283	31768
713	5290	31757
714	5297	31746
715	5304	31736
716	5311	31727
717	5318	31719
718	5325	31710
719	5333	31701
720	5340	31692
721	5347	31684
722	5354	31674
723	5361	31664
724	5368	31656
725	5376	31651
726	5383	31642
727	5390	31632
728	5397	31623
729	5404	31615
730	5411	31605
731	5419	31598
732	5426	31588
733	5433	31578
734	5440	31568
735	5447	31561
736	5455	31554
737	5463	31549
738	5470	31539
739	5477	31531
740	5484	31521
741	5491	31512
742	5499	31507
743	5507	31504
744	5514	31497
745	5521	31488
746	5528	31477
747	5536	31472
748	5545	31472
749	5553	31468
750	5560	31461
751	5567	31452
752	5575	31445
753	5583	31440
754	5590	31430
755	5597	31422
756	5604	31413
757	5612	31406
758	5619	31398
759	5626	31389
760	5634	31385
761	5641	31377
762	5648	31368
763	5656	31360
764	5663	31353
765	5670	31345
766	5678	31339
767	5685	31331
768	5693	31322
769	5700	31313
770	5707	31303
771	5713	31293
772	5721	31285
773	5728	31275
774	5735	31268
775	5742	31258
776	5749	31248
777	5756	31238
778	5763	31227
779	5769	31215
780	5777	31210
781	5784	31199
782	5791	31191
783	5798	31181
784	5805	31171
785	5812	31163
786	5819	31155
787	5826	31146
788	5834	31138
789	5841	31128
790	5848	31122
791	5856	31113
792	5864	31109
793	5870	31099
794	5877	31090
795	5885	31082
796	5892	31073
797	5900	31069
798	5907	31061
799	5914	31052
800	5921	31043
801	5929	31039
802	5938	31038
803	5948	31042
804	5955	31033
805	5962	31027
806	5969	31018
807	5978	31015
808	5985	31008
809	5993	31001
810	6000	30993
811	6007	30986
812	6015	30977
813	6022	30970
814	6029	30961
815	6036	30952
816	6043	30942
817	6050	30934
818	6057	30925
819	6065	30917
820	6073	30912
821	6080	30903
822	6087	30894
823	6093	30883
824	6101	30875
825	6108	30866
826	6115	30859
827	6122	30849
828	6129	30842
829	6136	30832
830	6143	30823
831	6151	30815
832	6158	30806
833	6165	30798
834	6172	30790
835	6179	30781
836	6186	30771
837	6193	30760
838	6200	30751
839	6208	30748
840	6215	30739
841	6223	30732
842	6230	30722
843	6237	30714
844	6244	30705
845	6251	30697
846	6258	30688
847	6265	30679
848	6273	30672
849	6280	30662
850	6287	30653
851	6294	30645
852	6301	30637
853	6309	30631
854	6317	30624
855	6324	30615
856	6330	30605
857	6338	30597
858	6345	30590
859	6353	30584
860	6360	30574
861	6367	30564
862	6374	30555
863	6382	30553
864	6390	30547
865	6397	30541
866	6405	30534
867	6412	30525
868	6419	30516
869	6427	30510
870	6433	30499
871	6441	30492
872	6448	30485
873	6456	30478
874	6463	30471
875	6470	30461
876	6477	30454
877	6485	30447
878	6492	30439
879	6500	30431
880	6506	30421
881	6513	30412
882	6521	30405
883	6528	30397
884	6536	30392
885	6543	30384
886	6551	30380
887	6558	30370
888	6565	30362
889	6573	30356
890	6580	30346
891	6587	30337
892	6594	30330
893	6601	30321
894	6610	30318
895	6617	30311
896	6625	30303
897	6631	30294
898	6639	30287
899	6647	30281
900	6654	30273
901	6661	30263
902	6668	30255
903	6675	30244
904	6682	30236
905	6689	30226
906	6696	30217
907	6703	30210
908	6710	30199
909	6717	30191
910	6724	30181
911	6730	30170
912	6738	30162
913	6745	30156
914	6753	30149
915	6760	30140
916	6767	30132
917	6774	30123
918	6781	30115
919	6788	30105
920	6795	30095
921	6802	30087
922	6809	30079
923	6816	30068
924	6823	30061
925	6830	30053
926	6838	30045
927	6845	30037
928	6852	30028
929	6859	30019
930	6866	30011
931	6874	30004
932	6880	29994
933	6887	29984
934	6894	29975
935	6902	29969
936	6909	29961
937	6917	29955
938	6924	29945
939	6931	29938
940	6939	29932
941	6947	29929
942	6965	29968
943	6973	29960
944	6980	29951
945	6987	29945
946	6995	29938
947	7002	29930
948	7009	29921
949	7016	29912
950	7024	29906
951	7031	29897
952	7038	29889
953	7045	29880
954	7052	29873
955	7060	29866
956	7067	29858
957	7074	29849
958	7081	29839
959	7088	29830
960	7095	29822
961	7102	29814
962	7110	29806
963	7117	29798
964	7124	29790
965	7132	29783
966	7139	29776
967	7146	29768
968	7153	29760
969	7160	29751
970	7168	29744
971	7175	29735
972	7182	29726
973	7189	29716
974	7196	29706
975	7203	29699
976	7211	29693
977	7218	29685
978	7225	29676
979	7232	29667
980	7239	29659
981	7247	29652
982	7253	29642
983	7261	29635
984	7268	29627
985	7275	29619
986	7282	29610
987	7289	29601
988	7297	29594
989	7304	29587
990	7312	29580
991	7319	29573
992	7326	29565
993	7334	29557
994	7341	29549
995	7348	29541
996	7355	29532
997	7362	29524
998	7370	29518
999	7377	29510
1000	7384	29502
1001	7391	29494
1002	7399	29488
1003	7406	29480
1004	7430	29535
1005	7437	29527
1006	7444	29519
1007	7451	29510
1008	7459	29503
1009	7466	29497
1010	7474	29489
1011	7482	29485
1012	7490	29482
1013	7498	29474
1014	7505	29466
1015	7512	29459
1016	7520	29452
1017	7527	29445
1018	7535	29438
1019	7542	29431
1020	7549	29423
1021	7557	29415
1022	7564	29408
1023	7571	29399
1024	7578	29391
1025	7586	29384
1026	7593	29377
1027	7601	29370
1028	7608	29362
1029	7616	29354
1030	7623	29347
1031	7631	29341
1032	7638	29334
1033	7646	29327
1034	7652	29316
1035	7659	29306
1036	7666	29297
1037	7673	29290
1038	7680	29281
1039	7687	29270
1040	7694	29262
1041	7701	29254
1042	7708	29245
1043	7716	29238
1044	7723	29229
1045	7730	29221
1046	7738	29216
1047	7745	29209
1048	7753	29204
1049	7760	29195
1050	7767	29187
1051	7775	29178
1052	7782	29171
1053	7789	29162
1054	7796	29153
1055	7803	29145
1056	7810	29136
1057	7817	29126
1058	7824	29119
1059	7831	29111
1060	7839	29103
1061	7846	29097
1062	7853	29086
1063	7860	29079
1064	7868	29070
1065	7875	29062
1066	7882	29055
1067	7889	29047
1068	7897	29040
1069	7904	29032
1070	7911	29023
1071	7918	29014
1072	7925	29007
1073	7933	29001
1074	7941	28994
1075	7948	28985
1076	7956	28980
1077	7963	28972
1078	7970	28963
1079	7977	28956
1080	7984	28947
1081	7991	28939
1082	7999	28932
1083	8006	28923
1084	8013	28913
1085	8020	28907
1086	8028	28900
1087	8035	28893
1088	8043	28887
1089	8050	28879
1090	8058	28871
1091	8065	28863
1092	8072	28855
1093	8079	28846
1094	8086	28838
1095	8093	28829
1096	8100	28820
1097	8108	28814
1098	8116	28808
1099	8123	28800
1100	8130	28792
1101	8137	28784
1102	8145	28777
1103	8152	28770
1104	8160	28764
1105	8167	28755
1106	8174	28746
1107	8181	28738
1108	8188	28730
1109	8195	28722
1110	8203	28715
1111	8210	28706
1112	8217	28699
1113	8225	28692
1114	8233	28686
1115	8240	28678
1116	8247	28670
1117	8254	28661
1118	8261	28654
1119	8269	28648
1120	8276	28640
1121	8283	28631
1122	8291	28623
1123	8298	28616
1124	8305	28609
1125	8313	28602
1126	8320	28594
1127	8327	28586
1128	8334	28577
1129	8342	28572
1130	8350	28567
1131	8358	28560
1132	8365	28552
1133	8372	28544
1134	8379	28535
1135	8386	28527
1136	8393	28517
1137	8401	28510
1138	8408	28503
1139	8416	28496
1140	8423	28488
1141	8430	28480
1142	8438	28474
1143	8445	28467
1144	8453	28460
1145	8460	28452
1146	8468	28445
1147	8475	28438
1148	8483	28433
1149	8490	28423
1150	8497	28414
1151	8504	28406
1152	8512	28400
1153	8518	28391
1154	8526	28385
1155	8534	28378
1156	8541	28370
1157	8549	28364
1158	8556	28356
1159	8563	28348
1160	8570	28339
1161	8577	28332
1162	8585	28325
1163	8594	28322
1164	8601	28314
1165	8608	28305
1166	8615	28297
1167	8622	28287
1168	8628	28277
1169	8635	28268
1170	8642	28260
1171	8649	28251
1172	8656	28242
1173	8663	28234
1174	8670	28224
1175	8677	28216
1176	8685	28210
1177	8692	28202
1178	8699	28194
1179	8706	28185
1180	8713	28177
1181	8721	28170
1182	8728	28163
1183	8735	28153
1184	8742	28144
1185	8749	28136
1186	8756	28128
1187	8764	28122
1188	8770	28112
1189	8777	28103
1190	8784	28094
1191	8791	28086
1192	8799	28079
1193	8806	28071
1194	8813	28063
1195	8821	28056
1196	8827	28047
1197	8834	28038
1198	8841	28030
1199	8848	28020
1200	8856	28014
1201	8863	28004
1202	8870	27996
1203	8877	27989
1204	8885	27982
1205	8892	27975
1206	8899	27967
1207	8907	27960
1208	8914	27952
1209	8921	27944
1210	8928	27935
1211	8935	27926
1212	8942	27918
1213	8950	27912
1214	8958	27906
1215	8965	27900
1216	8972	27890
1217	8979	27882
1218	8986	27874
1219	8994	27866
1220	9001	27860
1221	9009	27853
1222	9016	27845
1223	9023	27838
1224	9031	27830
1225	9038	27824
1226	9045	27815
1227	9052	27807
1228	9060	27799
1229	9067	27791
1230	9074	27783
1231	9081	27775
1232	9088	27766
1233	9095	27757
1234	9102	27749
1235	9109	27740
1236	9116	27733
1237	9123	27724
1238	9130	27716
1239	9137	27708
1240	9145	27701
1241	9152	27692
1242	9159	27684
1243	9166	27676
1244	9173	27668
1245	9181	27661
1246	9188	27653
1247	9195	27645
1248	9202	27637
1249	9209	27629
1250	9216	27621
1251	9224	27615
1252	9231	27606
1253	9238	27597
1254	9245	27590
1255	9253	27583
1256	9260	27575
1257	9267	27566
1258	9274	27559
1259	9281	27550
1260	9288	27542
1261	9296	27534
1262	9303	27526
1263	9310	27518
1264	9318	27512
1265	9325	27503
1266	9333	27499
1267	9341	27493
1268	9348	27486
1269	9356	27479
1270	9363	27471
1271	9371	27465
1272	9379	27459
1273	9386	27450
1274	9393	27442
1275	9400	27436
1276	9407	27428
1277	9415	27420
1278	9422	27412
1279	9429	27404
1280	9436	27396
1281	9443	27388
1282	9451	27383
1283	9459	27376
1284	9467	27369
1285	9474	27363
1286	9482	27355
1287	9489	27347
1288	9496	27340
1289	9503	27332
1290	9511	27325
1291	9518	27317
1292	9526	27312
1293	9533	27303
1294	9540	27294
1295	9547	27286
1296	9554	27278
1297	9562	27273
1298	9569	27265
1299	9576	27256
1300	9583	27248
1301	9590	27238
1302	9596	27229
1303	9603	27220
1304	9611	27213
1305	9617	27204
1306	9624	27195
1307	9632	27187
1308	9639	27179
1309	9646	27171
1310	9653	27163
1311	9660	27155
1312	9667	27147
1313	9674	27137
1314	9681	27130
1315	9688	27123
1316	9695	27114
1317	9703	27106
1318	9709	27097
1319	9716	27089
1320	9723	27080
1321	9730	27073
1322	9738	27065
1323	9745	27057
1324	9752	27049
1325	9759	27040
1326	9766	27032
1327	9773	27024
1328	9781	27017
1329	9788	27009
1330	9795	27001
1331	9802	26993
1332	9810	26988
1333	9817	26979
1334	9824	26971
1335	9831	26963
1336	9838	26955
1337	9846	26948
1338	9853	26941
1339	9861	26934
1340	9868	26926
1341	9875	26918
1342	9882	26910
1343	9890	26905
1344	9897	26896
1345	9904	26887
1346	9911	26879
1347	9918	26872
1348	9925	26863
1349	9932	26855
1350	9940	26847
1351	9947	26841
1352	9956	26836
1353	9963	26829
1354	9971	26822
1355	9977	26813
1356	9985	26806
1357	9992	26797
1358	9999	26790
1359	10006	26782
1360	10013	26774
1361	10020	26766
1362	10028	26758
1363	10035	26750
1364	10042	26742
1365	10049	26735
1366	10056	26727
1367	10064	26719
1368	10071	26711
1369	10078	26705
1370	10086	26698
1371	10093	26691
1372	10101	26683
1373	10107	26675
1374	10115	26667
1375	10122	26660
1376	10129	26652
1377	10136	26644
1378	10144	26636
1379	10151	26628
1380	10158	26620
1381	10165	26611
1382	10172	26603
1383	10179	26595
1384	10186	26587
1385	10193	26578
1386	10200	26571
1387	10208	26565
1388	10215	26557
1389	10222	26550
1390	10230	26543
1391	10237	26535
1392	10245	26529
1393	10252	26519
1394	10259	26512
1395	10266	26503
1396	10273	26497
1397	10280	26489
1398	10288	26483
1399	10295	26475
1400	10302	26466
1401	10309	26457
1402	10316	26449
1403	10324	26442
1404	10331	26434
1405	10338	26427
1406	10345	26419
1407	10352	26410
1408	10359	26403
1409	10366	26394
1410	10373	26387
1411	10381	26379
1412	10388	26371
1413	10395	26363
1414	10403	26356
1415	10409	26348
1416	10417	26341
1417	10424	26333
1418	10432	26327
1419	10440	26321
1420	10447	26314
1421	10455	26307
1422	10462	26300
1423	10470	26292
1424	10477	26285
1425	10484	26277
1426	10492	26270
1427	10499	26262
1428	10506	26255
1429	10514	26249
1430	10522	26242
1431	10529	26235
1432	10536	26227
1433	10544	26221
1434	10551	26213
1435	10558	26204
1436	10564	26195
1437	10572	26187
1438	10579	26179
1439	10586	26173
1440	10594	26165
1441	10600	26156
1442	10607	26148
1443	10614	26138
1444	10620	26129
1445	10627	26120
1446	10635	26113
1447	10642	26105
1448	10648	26096
1449	10656	26089
1450	10663	26082
1451	10671	26075
1452	10677	26066
1453	10685	26059
1454	10692	26051
1455	10699	26042
1456	10706	26034
1457	10713	26026
1458	10720	26018
1459	10727	26011
1460	10735	26003
1461	10742	25995
1462	10749	25987
1463	10756	25979
1464	10763	25972
1465	10770	25963
1466	10777	25955
1467	10784	25948
1468	10792	25941
1469	10799	25934
1470	10806	25926
1471	10813	25918
1472	10821	25911
1473	10828	25903
1474	10835	25896
1475	10842	25887
1476	10850	25879
1477	10858	25874
1478	10866	25869
1479	10873	25861
1480	10881	25854
1481	10888	25846
1482	10895	25838
1483	10902	25831
1484	10910	25824
1485	10917	25816
1486	10924	25808
1487	10931	25800
1488	10939	25794
1489	10947	25789
1490	10954	25781
1491	10962	25774
1492	10968	25765
1493	10976	25758
1494	10983	25751
1495	10991	25743
1496	10998	25736
1497	11006	25730
1498	11013	25721
1499	11020	25714
1500	11027	25705
1501	11035	25699
1502	11042	25691
1503	11049	25684
1504	11057	25677
1505	11064	25669
1506	11071	25661
1507	11078	25653
1508	11085	25646
1509	11092	25638
1510	11099	25630
1511	11106	25622
1512	11114	25615
1513	11121	25606
1514	11128	25599
1515	11135	25591
1516	11143	25584
1517	11150	25577
1518	11157	25568
1519	11165	25562
1520	11172	25554
1521	11179	25547
1522	11186	25539
1523	11193	25531
1524	11201	25523
1525	11208	25515
1526	11215	25508
1527	11222	25500
1528	11230	25493
1529	11237	25486
1530	11244	25478
1531	11251	25470
1532	11259	25463
1533	11266	25455
1534	11273	25447
1535	11280	25440
1536	11287	25432
1537	11295	25425
1538	11302	25418
1539	11309	25410
1540	11316	25402
1541	11323	25394
1542	11331	25388
1543	11338	25380
1544	11346	25372
1545	11352	25363
1546	11359	25356
1547	11367	25348
1548	11374	25341
1549	11381	25333
1550	11389	25326
1551	11396	25318
1552	11403	25311
1553	11411	25304
1554	11419	25298
1555	11426	25291
1556	11434	25285
1557	11442	25278
1558	11449	25270
1559	11456	25263
1560	11463	25255
1561	11472	25250
1562	11479	25242
1563	11486	25234
1564	11493	25226
1565	11500	25219
1566	11508	25212
1567	11515	25203
1568	11522	25196
1569	11529	25189
1570	11536	25180
1571	11542	25171
1572	11550	25163
1573	11556	25154
1574	11564	25147
1575	11570	25138
1576	11577	25129
1577	11584	25121
1578	11591	25113
1579	11598	25105
1580	11605	25097
1581	11612	25088
1582	11619	25080
1583	11626	25072
1584	11633	25064
1585	11640	25056
1586	11647	25049
1587	11654	25041
1588	11661	25033
1589	11668	25024
1590	11675	25017
1591	11682	25009
1592	11690	25003
1593	11698	24996
1594	11707	24992
1595	11714	24985
1596	11721	24977
1597	11728	24969
1598	11735	24961
1599	11742	24953
1600	11750	24946
1601	11757	24938
1602	11764	24929
1603	11771	24922
1604	11778	24914
1605	11785	24907
1606	11794	24903
1607	11804	24900
1608	11812	24895
1609	11819	24887
1610	11827	24881
1611	11834	24873
1612	11841	24865
1613	11849	24859
1614	11857	24852
1615	11865	24846
1616	11874	24842
1617	11881	24835
1618	11889	24828
1619	11896	24821
1620	11904	24815
1621	11912	24809
1622	11920	24802
1623	11928	24797
1624	11936	24791
1625	11943	24784
1626	11952	24779
1627	11960	24774
1628	11968	24767
1629	11976	24760
1630	11983	24753
1631	11992	24748
1632	11999	24742
1633	12008	24737
1634	12016	24730
1635	12023	24722
1636	12031	24716
1637	12038	24709
1638	12046	24702
1639	12053	24695
1640	12060	24687
1641	12067	24679
1642	12075	24673
1643	12082	24665
1644	12090	24658
1645	12097	24650
1646	12104	24643
1647	12111	24635
1648	12118	24626
1649	12126	24620
1650	12133	24612
1651	12140	24604
1652	12147	24597
1653	12155	24590
1654	12162	24582
1655	12169	24574
1656	12177	24567
1657	12183	24559
1658	12190	24550
1659	12197	24542
1660	12205	24535
1661	12212	24528
1662	12219	24520
1663	12226	24511
1664	12233	24504
1665	12241	24497
1666	12248	24489
1667	12255	24482
1668	12263	24476
1669	12270	24468
1670	12278	24460
1671	12285	24453
1672	12293	24447
1673	12300	24439
1674	12307	24432
1675	12315	24424
1676	12322	24417
1677	12329	24409
