iter	MAPE	RMSE	R2	MAE
188	0.01148164517	0.2188925247	0.9469837893	0.153939587
189	0.01147486271	0.2187313497	0.9470618344	0.1538449981
190	0.01146884855	0.2185483221	0.9471503914	0.1537700817
191	0.01145747871	0.2183258401	0.9472579383	0.1536154869
192	0.01145184929	0.218211973	0.9473129388	0.1535399819
193	0.01144489844	0.2180444198	0.9473938189	0.1534472952
194	0.01143189158	0.2178129045	0.947505472	0.1532655879
195	0.01142811741	0.2176946775	0.9475624437	0.1532167852
196	0.01141831389	0.2175360879	0.9476388169	0.1530852766
197	0.01140589703	0.2173100444	0.9477475782	0.1529111682
198	0.01139135731	0.2170831687	0.9478566263	0.1527165265
199	0.01137963945	0.2168782414	0.9479550269	0.1525530923
200	0.01137283495	0.2167150861	0.9480333032	0.1524599882
201	0.01136264571	0.2165222353	0.9481257505	0.152324638
202	0.01135960113	0.2164413566	0.948164497	0.1522825004
203	0.01134708711	0.2162190459	0.9482709246	0.1521142808
204	0.01134170782	0.2160894752	0.948332904	0.1520428645
205	0.01133609016	0.2159690945	0.9483904542	0.1519647167
206	0.01133351552	0.2158880099	0.9484292	0.1519310271
207	0.01132429467	0.2157288569	0.9485052081	0.1518016982
208	0.01130953535	0.2154877755	0.9486202368	0.1516019273
209	0.01129918589	0.2152764853	0.9487209452	0.1514653505
210	0.01128495462	0.2150246905	0.9488408306	0.1512778777
211	0.01127660379	0.2148258263	0.9489354153	0.1511652653
212	0.01126315832	0.2145996707	0.9490428741	0.1509751193
213	0.01125719043	0.214431723	0.9491226019	0.1508984494
214	0.01125303408	0.214320614	0.9491753131	0.1508414898
215	0.0112477027	0.2142078694	0.9492287722	0.1507710266
216	0.01123350996	0.2139785707	0.9493374101	0.1505665213
217	0.01122596983	0.2138773298	0.9493853394	0.1504621844
218	0.01121988857	0.213787327	0.9494279292	0.1503767072
219	0.01120851944	0.2136127326	0.9495104972	0.1502194595
220	0.01119986539	0.2134301441	0.9495967735	0.1501063127
221	0.01118439528	0.2131728131	0.9497182418	0.1498896328
222	0.01117478285	0.2129795087	0.9498093911	0.1497587823
223	0.01115870986	0.2127187011	0.9499322393	0.1495377031
224	0.01115332208	0.2125877004	0.9499938878	0.1494676578
225	0.01114654267	0.2124317516	0.9500672273	0.1493788239
226	0.01113356569	0.2121920052	0.95017987	0.1491977597
227	0.01112019327	0.2119580467	0.9502896707	0.1490100414
228	0.01110855125	0.2117965317	0.9503654018	0.1488538573
229	0.01110297445	0.2116606981	0.9504290467	0.1487842871
230	0.01109970661	0.2115477324	0.9504819458	0.148741848
231	0.0110903583	0.2113631274	0.9505683309	0.1486151492
232	0.0110839777	0.2112578955	0.95061754	0.1485246676
233	0.01108037203	0.2111550899	0.9506655908	0.1484780593
234	0.01107482102	0.2110492866	0.9507150183	0.14840873
235	0.01107034259	0.2109368174	0.9507675327	0.1483497721
236	0.01106355612	0.2108279495	0.950818339	0.1482536492
237	0.01105793012	0.210698964	0.9508784997	0.1481726231
238	0.01104905976	0.2105289239	0.9509577526	0.148053631
239	0.01104462137	0.2104016035	0.9510170527	0.1480007364
240	0.01103377393	0.2102754938	0.9510757535	0.1478436583
241	0.01103032653	0.2101892278	0.9511158878	0.1478010119
242	0.01102201325	0.2100417945	0.9511844415	0.1476891744
243	0.0110138713	0.2098881908	0.9512558131	0.1475741313
244	0.0110024186	0.2097254864	0.9513313563	0.1474176029
245	0.01098998103	0.2095162317	0.9514284267	0.1472484093
246	0.0109823986	0.2093721804	0.9514951937	0.1471445266
247	0.01097567564	0.2092298217	0.9515611312	0.1470534099
248	0.01095962623	0.2090153456	0.9516603872	0.1468263099
249	0.01095781241	0.2089526036	0.9516894039	0.1468013498
250	0.01094902565	0.2088237111	0.9517489863	0.1466787798
251	0.01093868246	0.2086859251	0.9518126393	0.1465339055
252	0.01093388428	0.2085528706	0.9518740665	0.1464725272
253	0.01092797913	0.2084162057	0.9519371198	0.1463958919
254	0.01092047251	0.2082714038	0.9520038821	0.1462984704
255	0.01091808368	0.2081835536	0.9520443637	0.1462695873
256	0.01091043304	0.2080313666	0.9521144515	0.1461642877
257	0.01090268224	0.2079075519	0.9521714349	0.1460555199
258	0.01089321869	0.2077379563	0.9522494331	0.1459252047
259	0.01088203341	0.2075368121	0.9523418582	0.1457684407
260	0.01087905482	0.2074743854	0.9523705248	0.1457299308
261	0.01086694847	0.2072576066	0.9524700038	0.1455646159
262	0.01085495085	0.2070868003	0.9525483129	0.1454035798
263	0.01085224186	0.207029024	0.9525747868	0.1453681372
264	0.01085038894	0.2069812098	0.9525966904	0.1453423364
265	0.01084313928	0.2068468493	0.9526582135	0.1452459632
266	0.01083588152	0.2067586207	0.9526985913	0.1451441126
267	0.01083273917	0.2066984531	0.9527261171	0.1451018728
268	0.01082385169	0.2065386206	0.9527991992	0.14497966
269	0.01081533099	0.2063953117	0.952864678	0.1448681639
270	0.0108046356	0.2062030548	0.95295245	0.1447217887
271	0.01079960852	0.2061327174	0.9529845411	0.144652749
272	0.01079506534	0.2060301757	0.9530313056	0.1445894069
273	0.01079028152	0.2059348853	0.9530747422	0.1445276483
274	0.010784465	0.2058392481	0.9531183168	0.1444473403
275	0.01077887299	0.2057165283	0.9531742011	0.1443667724
276	0.01077637677	0.2056396471	0.9532091944	0.1443354322
277	0.010772254	0.2055523473	0.953248914	0.1442807581
278	0.01076558907	0.2054226312	0.953307901	0.1441925657
279	0.01075891422	0.2053060746	0.9533608721	0.144102312
280	0.01075527673	0.2052172784	0.9534012068	0.1440563474
281	0.01074509936	0.205061335	0.9534720001	0.1439218663
282	0.0107360144	0.2049444783	0.9535250141	0.1437944687
283	0.01072931826	0.204824561	0.9535793852	0.1437057377
284	0.01072320999	0.2046957647	0.9536377466	0.1436191848
285	0.01071961951	0.2046203339	0.9536719095	0.1435737374
286	0.01070820875	0.2044261838	0.9537597828	0.1434148033
287	0.01070483038	0.2043402832	0.9537986353	0.1433661489
288	0.01070206606	0.2042758734	0.9538277568	0.143330612
289	0.01068866646	0.2040652869	0.953922905	0.1431437046
290	0.01067820285	0.2038759215	0.9540083811	0.142997243
291	0.01066768894	0.2037106677	0.9540829089	0.1428559398
292	0.01066328804	0.2036215443	0.9541230776	0.1427961803
293	0.01065042923	0.2033826725	0.9542306524	0.142614994
294	0.01064515406	0.2032998136	0.954267938	0.1425421591
295	0.01063701831	0.2031512298	0.9543347611	0.1424306874
296	0.0106326071	0.2030354591	0.9543867932	0.1423696092
297	0.01062768095	0.2029220439	0.9544377378	0.1422989515
298	0.01062247893	0.2028050005	0.9544902824	0.14223082
299	0.01061523498	0.2026675843	0.9545519343	0.1421401021
300	0.01061159729	0.2025895358	0.9545869322	0.1420874765
301	0.01060557763	0.2024676076	0.9546415793	0.1420007086
302	0.01058760204	0.2022041422	0.9547595497	0.141756711
303	0.01057858598	0.2020442173	0.9548310835	0.1416297307
304	0.0105723163	0.2019450073	0.9548754313	0.141544206
305	0.01056323904	0.2017721916	0.9549526295	0.1414162974
306	0.01056039071	0.2016977931	0.9549858436	0.1413814209
307	0.01055241673	0.201561008	0.9550468773	0.1412778969
308	0.01054311969	0.2013907969	0.9551227679	0.1411502996
309	0.01054133039	0.20131547	0.9551563328	0.1411278233
310	0.01053059211	0.2011298746	0.9552389786	0.1409796253
311	0.01052338319	0.2009935999	0.9552996133	0.1408856081
312	0.01052137171	0.200936385	0.9553250586	0.1408605323
313	0.01051236518	0.2008210931	0.9553763104	0.1407349137
314	0.01050218519	0.2006307128	0.9554608777	0.1405924974
315	0.01049588054	0.2005035935	0.9555172996	0.1405077604
316	0.0104913473	0.2004207465	0.9555540521	0.1404488921
317	0.01048709993	0.200319904	0.9555987671	0.1403951719
318	0.01048038931	0.2001959413	0.9556537032	0.1403101016
319	0.01047487882	0.2000766002	0.955706559	0.1402388277
320	0.01047330653	0.2000167115	0.9557330716	0.1402194543
321	0.01046419806	0.1998609468	0.9558019913	0.1400930742
322	0.01045788327	0.1997630199	0.9558452925	0.1400063293
323	0.01045611511	0.1997007516	0.9558728152	0.1399828446
324	0.01044502579	0.1995600242	0.9559349854	0.1398266394
325	0.01043984765	0.1994556612	0.9559810623	0.1397566265
326	0.01043431588	0.19936039	0.9560231041	0.139680474
327	0.01042692014	0.1992643268	0.956065475	0.1395772954
328	0.01041612799	0.1991056174	0.9561354328	0.1394199536
329	0.01040840906	0.1989571557	0.956200823	0.1393099913
330	0.01040475265	0.1988726947	0.9562380023	0.1392607713
331	0.01039721807	0.1987542298	0.9562901232	0.1391497428
332	0.01039054249	0.1986613548	0.9563309636	0.1390532974
333	0.0103868389	0.1985534844	0.9563783742	0.1390029493
334	0.01037946788	0.1984238387	0.9564353211	0.1389045198
335	0.01037424301	0.1983056058	0.9564872226	0.1388364872
336	0.01036709776	0.1981770092	0.9565436384	0.1387369643
337	0.01036497445	0.1981205958	0.9565683756	0.1387085729
338	0.01035918768	0.1980211416	0.956611969	0.138633823
339	0.01034684707	0.1977934333	0.956711697	0.1384612563
340	0.01033589054	0.1976089844	0.9567923949	0.1383059255
341	0.01032454326	0.1974026539	0.956882577	0.138147289
342	0.01032171963	0.197336696	0.9569113857	0.1381106247
343	0.01030810338	0.1971311146	0.9570011167	0.1379247422
344	0.01030155541	0.1970086425	0.9570545281	0.1378356485
345	0.01029478249	0.1968634325	0.9571178128	0.1377407232
346	0.01028213456	0.1966630852	0.9572050505	0.1375700797
347	0.01027233419	0.1965132993	0.9572702141	0.1374284787
348	0.01026825749	0.1964269758	0.9573077461	0.1373738665
349	0.01025911284	0.1962872438	0.9573684644	0.1372417591
350	0.01025744087	0.1962292263	0.9573936623	0.1372212919
351	0.01024788168	0.1960497762	0.957471553	0.1370922905
352	0.01023910845	0.1958911445	0.957540348	0.1369788833
353	0.01023511584	0.195799161	0.9575802138	0.1369245701
354	0.01023086495	0.1956965141	0.9576246789	0.1368683936
355	0.01022900799	0.1956412952	0.9576485893	0.1368429472
356	0.01022142403	0.1955279007	0.9576976691	0.1367393447
357	0.01021631249	0.1954160671	0.9577460456	0.1366704566
358	0.01020995545	0.1953035682	0.9577946818	0.1365862063
359	0.01020062272	0.1951407078	0.9578650411	0.1364628729
360	0.01019420642	0.1950299749	0.9579128467	0.1363778151
361	0.01018979802	0.1949467112	0.9579487753	0.1363195266
362	0.01018388597	0.194847908	0.9579913895	0.1362401252
363	0.01017826925	0.1947497402	0.9580337082	0.1361608204
364	0.01016986078	0.1946145821	0.9580919379	0.1360423128
365	0.01016325946	0.1944998437	0.9581413386	0.1359584694
366	0.01015735819	0.1943744678	0.9581952859	0.1358768548
367	0.01015300122	0.1942726588	0.9582390672	0.1358199368
368	0.0101483877	0.1941860616	0.9582762889	0.1357581131
369	0.01014108308	0.1940761446	0.9583235101	0.1356561254
370	0.01013740051	0.1940104048	0.9583517396	0.1356076932
371	0.01013154549	0.1939246237	0.9583885608	0.1355291234
372	0.01012981804	0.1938682926	0.9584127318	0.1355080045
373	0.0101237652	0.1937491689	0.9584638232	0.1354251412
374	0.0101185326	0.193652393	0.9585053067	0.13535392
375	0.01011609627	0.1935890909	0.9585324303	0.1353227292
376	0.01010817546	0.1934681067	0.9585842447	0.1352081749
377	0.01010477775	0.1934013887	0.9586128045	0.1351609653
378	0.01009625815	0.1932892761	0.9586607739	0.1350478401
379	0.0100882352	0.1931467432	0.9587217192	0.1349416933
380	0.01008004983	0.193006328	0.9587817149	0.1348315357
381	0.01007296568	0.1928923782	0.9588303706	0.1347349221
382	0.01007021181	0.1928190943	0.9588616471	0.1346985496
383	0.01006584301	0.1927358622	0.9588971549	0.134640348
384	0.01006061952	0.1926538917	0.9589321095	0.1345672786
385	0.01005378364	0.1925570287	0.9589733956	0.1344727215
386	0.01004700857	0.1924431252	0.9590219182	0.1343818885
387	0.01004502475	0.1923827843	0.9590476117	0.1343561607
388	0.01004009595	0.1922952575	0.9590848668	0.1342903721
389	0.01003438401	0.1921932414	0.9591282677	0.1342150439
390	0.0100274758	0.1921054545	0.9591655966	0.1341185638
391	0.01002272339	0.1920328056	0.9591964756	0.1340516444
392	0.01001410185	0.1919073346	0.9592497789	0.1339292129
393	0.01000745811	0.1918305847	0.959282367	0.133837105
394	0.01000495484	0.1917584775	0.9593129719	0.1338053215
395	0.0100001042	0.1916802358	0.9593461676	0.1337401564
396	0.009996330329	0.1915936648	0.9593828813	0.1336891551
397	0.009994542198	0.1915438367	0.9594040053	0.1336652767
398	0.009988850366	0.1914729693	0.9594340392	0.1335865425
399	0.009980947235	0.1913561765	0.9594835121	0.1334745354
400	0.009973462021	0.1912271961	0.9595381126	0.1333757888
401	0.00996826908	0.1911288022	0.9595797404	0.133305451
402	0.009966235699	0.1910871032	0.9595973756	0.1332766612
403	0.009960319774	0.1909876183	0.959639434	0.1331937166
404	0.009954979462	0.1908847526	0.9596828986	0.1331203451
405	0.009951397714	0.1907987492	0.9597192202	0.1330742358
406	0.009942766655	0.1906839108	0.9597676942	0.1329562319
407	0.009937367596	0.1905865191	0.959808781	0.1328832733
408	0.009934735645	0.190530147	0.9598325531	0.1328497926
409	0.009933258235	0.1904705434	0.9598576804	0.1328306751
410	0.009926836636	0.190356974	0.9599055364	0.1327388565
411	0.009922006699	0.1902733141	0.9599407709	0.1326707256
412	0.00991748486	0.1901932495	0.9599744766	0.1326091186
413	0.009911188241	0.1901126605	0.9600083888	0.1325199722
414	0.009906002107	0.1900077851	0.9600524993	0.1324490038
415	0.009898481923	0.189899214	0.9600981385	0.1323450126
416	0.009891085234	0.1897903572	0.9601438716	0.1322424486
417	0.009885751257	0.1897102334	0.9601775167	0.1321680608
418	0.009883534115	0.1896454395	0.9602047141	0.1321397726
419	0.009877501227	0.1895407801	0.9602486255	0.1320535445
420	0.009872705667	0.1894475711	0.9602877124	0.1319878164
421	0.009868275527	0.1893637672	0.9603228388	0.1319263515
422	0.0098641659	0.1892755405	0.9603598022	0.131871996
423	0.009861256732	0.1891951381	0.9603934726	0.1318349914
424	0.009853214434	0.1890863362	0.9604390132	0.1317264945
425	0.009846399854	0.188971509	0.9604870473	0.1316346208
426	0.009845147557	0.1889237907	0.9605070001	0.131618715
427	0.009840141565	0.1888338323	0.9605446013	0.1315518052
428	0.009834640678	0.188754071	0.9605779253	0.1314757378
429	0.009829087519	0.1886586497	0.9606177735	0.1313961096
430	0.009827695921	0.1886105289	0.9606378612	0.1313783813
431	0.009819894512	0.1884901539	0.9606880886	0.131266184
432	0.009814201721	0.1884171686	0.9607185266	0.1311855279
433	0.009810227776	0.1883431892	0.9607493672	0.1311315368
434	0.009803093554	0.1882510699	0.9607877531	0.1310341187
435	0.009798186499	0.1881781368	0.9608181308	0.1309657008
436	0.009793556503	0.1881157938	0.9608440882	0.1309013619
437	0.009788920936	0.1880395095	0.9608758386	0.1308403718
438	0.009787549198	0.187986117	0.9608980535	0.1308229473
439	0.009782762636	0.1878992224	0.9609341941	0.1307589422
440	0.009777900675	0.1878206495	0.9609668592	0.130694532
441	0.009775131544	0.1877499464	0.9609962409	0.1306598138
442	0.009770461975	0.1876544583	0.9610359048	0.1305967845
443	0.009765001902	0.1875526297	0.9610781802	0.1305274684
444	0.009760153763	0.1874699684	0.9611124811	0.1304628976
445	0.009758500932	0.1874125643	0.9611362925	0.1304414894
446	0.009754562833	0.1873485358	0.9611628432	0.130388347
447	0.009752756499	0.1872984561	0.9611836033	0.1303645536
448	0.00974513633	0.1871860339	0.9612301869	0.1302546461
449	0.009743239395	0.1871490359	0.9612455113	0.1302281323
450	0.009737839622	0.187044856	0.9612886461	0.1301598858
451	0.009733551476	0.1869617406	0.9613230421	0.130101129
452	0.009726378521	0.1868529438	0.9613680428	0.1300019775
453	0.009721275415	0.1867875685	0.9613950708	0.1299295217
454	0.009718283987	0.1867293016	0.9614191521	0.1298895351
455	0.009717306368	0.1866932526	0.9614340471	0.1298766153
456	0.009712218245	0.1866070629	0.9614696479	0.1298037291
457	0.00970937992	0.1865507289	0.961492908	0.1297644785
458	0.009703496589	0.1864629037	0.9615291565	0.1296826988
459	0.009700849963	0.1864096395	0.9615511322	0.1296486819
460	0.009698562888	0.186341657	0.9615791712	0.1296198425
461	0.009695978236	0.1862895223	0.961600667	0.1295851528
462	0.009694800493	0.1862498249	0.9616170307	0.1295702191
463	0.009690971686	0.1861740211	0.9616482681	0.12951812
464	0.00968482986	0.1860880196	0.9616836925	0.1294314262
465	0.009678320176	0.1859729836	0.9617310506	0.1293413511
466	0.009676427234	0.1859322636	0.9617478072	0.1293174155
467	0.009671717927	0.1858596423	0.9617776824	0.1292527006
468	0.009666521074	0.1857708908	0.9618141775	0.1291842579
