iter	MAPE	RMSE	R2	MAE
1012	0.008242824272	0.1606200083	0.9714539442	0.1097436961
1013	0.008242003368	0.1605954239	0.971462682	0.1097321079
1014	0.008240301561	0.1605722054	0.9714709331	0.109708261
1015	0.008237785902	0.1605227385	0.9714885081	0.1096750951
1016	0.008236768601	0.1604938956	0.9714987531	0.1096627532
1017	0.008235218172	0.160467027	0.9715082953	0.1096423829
1018	0.008233515698	0.1604377921	0.9715186759	0.1096178702
1019	0.008232503971	0.1604105192	0.9715283582	0.1096046449
1020	0.008231522962	0.1603873728	0.9715365742	0.1095908266
1021	0.008230753831	0.1603564514	0.9715475482	0.1095808669
1022	0.008227555686	0.1603187715	0.9715609179	0.1095364684
1023	0.008225656903	0.1602991778	0.9715678689	0.1095085491
1024	0.008222961553	0.1602729869	0.9715771591	0.1094694429
1025	0.008220654877	0.1602450308	0.9715870737	0.1094370976
1026	0.00821925624	0.1602118196	0.9715988498	0.1094190092
1027	0.008217718362	0.1601877095	0.9716073973	0.1093983949
1028	0.008215979453	0.1601527647	0.9716197836	0.1093744986
1029	0.008214962979	0.1601189011	0.9716317841	0.1093609889
1030	0.008213321313	0.1600891074	0.9716423402	0.10933933
1031	0.008211965192	0.1600604775	0.9716524821	0.1093206666
1032	0.008208950365	0.1600208728	0.9716665087	0.109279296
1033	0.008208008734	0.159997263	0.9716748689	0.1092671791
1034	0.008205363931	0.1599684748	0.971685061	0.1092284474
1035	0.008204135397	0.1599303705	0.9716985485	0.1092135407
1036	0.008202846725	0.1599008298	0.9717090027	0.1091950691
1037	0.008200826467	0.1598705325	0.9717197226	0.1091657517
1038	0.008200047222	0.1598514487	0.9717264738	0.1091558163
1039	0.008199436782	0.159834246	0.9717325589	0.1091468356
1040	0.008198561369	0.1598110239	0.9717407722	0.1091344369
1041	0.008194990981	0.1597618386	0.9717581643	0.1090849287
1042	0.008193652751	0.159743601	0.9717646118	0.1090657105
1043	0.008192421418	0.1597234521	0.9717717342	0.1090491969
1044	0.008190031307	0.1596810565	0.9717867175	0.1090163502
1045	0.008187986104	0.1596470389	0.971798737	0.1089890722
1046	0.008187214763	0.1596307163	0.9718045034	0.1089795346
1047	0.008186098645	0.1596031524	0.9718142398	0.108964961
1048	0.008184719098	0.1595690068	0.9718262987	0.1089470076
1049	0.008183397634	0.1595542623	0.971831505	0.1089270241
1050	0.00818202089	0.1595282853	0.9718406765	0.1089097644
1051	0.008181001729	0.1595133788	0.9718459388	0.1088959519
1052	0.008179330035	0.1594866232	0.9718553827	0.1088740644
1053	0.00817826827	0.1594519599	0.9718676154	0.1088606082
1054	0.008177035693	0.1594210068	0.9718785366	0.1088450993
1055	0.008174990596	0.1593976429	0.9718867786	0.1088158954
1056	0.008173885514	0.159377332	0.9718939427	0.1088015388
1057	0.008173468587	0.1593629487	0.9718990154	0.1087956044
1058	0.008170491795	0.1593260522	0.9719120261	0.1087541702
1059	0.008169017445	0.1592924959	0.9719238563	0.108735926
1060	0.008165415592	0.1592390685	0.9719426868	0.1086868066
1061	0.008163730113	0.1592167017	0.9719505682	0.1086638806
1062	0.008160783151	0.1591937795	0.9719586441	0.1086206291
1063	0.008158815957	0.159159919	0.9719705716	0.1085928474
1064	0.008158285339	0.1591419975	0.9719768835	0.1085859838
1065	0.008157724088	0.1591292468	0.9719813738	0.1085790487
1066	0.008156918038	0.1591021712	0.9719909077	0.1085679251
1067	0.008155659197	0.1590717674	0.9720016115	0.1085519127
1068	0.008154446365	0.1590529494	0.9720082355	0.1085346709
1069	0.008152261681	0.1590206766	0.9720195937	0.1085038284
1070	0.008151403657	0.1589921582	0.9720296287	0.1084930641
1071	0.008150603077	0.1589666136	0.9720386157	0.1084823781
1072	0.008149597601	0.1589412766	0.9720475283	0.1084692716
1073	0.008148266459	0.158920549	0.9720548184	0.1084516821
1074	0.008147516314	0.1588931312	0.9720644601	0.1084415125
1075	0.008146839954	0.1588808554	0.9720687764	0.1084315989
1076	0.008146133872	0.158857151	0.9720771103	0.1084230649
1077	0.008144306147	0.1588249478	0.97208843	0.1083976553
1078	0.00814331694	0.1588032562	0.9720960536	0.1083844749
1079	0.008141252223	0.1587773505	0.9721051568	0.1083551289
1080	0.008140847884	0.158761546	0.9721107098	0.1083496938
1081	0.008139854931	0.1587353364	0.9721199174	0.1083369789
1082	0.008137545591	0.158689664	0.9721359588	0.1083067317
1083	0.008134054896	0.1586610286	0.972146014	0.1082561994
1084	0.008132832008	0.1586304002	0.972156767	0.1082403426
1085	0.008131201152	0.1586075287	0.9721647953	0.1082172003
1086	0.00812808765	0.1585550557	0.97218321	0.1081745706
1087	0.008127254479	0.1585300374	0.9721919877	0.1081646943
1088	0.008125311501	0.1584962554	0.972203838	0.1081386923
1089	0.008124568463	0.1584787427	0.9722099802	0.1081288244
1090	0.008123650227	0.1584483503	0.9722206381	0.1081177001
1091	0.008121987713	0.1584118732	0.972233427	0.1080963444
1092	0.008121007749	0.1583925816	0.9722401895	0.1080831734
1093	0.008119432502	0.1583774553	0.9722454913	0.1080595997
1094	0.008118345993	0.1583564157	0.9722528649	0.1080437639
1095	0.00811739669	0.1583428424	0.9722576213	0.108030899
1096	0.008115865198	0.1583294761	0.9722623048	0.1080088027
1097	0.008114491869	0.158300747	0.97227237	0.1079906078
1098	0.008111584313	0.1582519367	0.9722894663	0.1079508037
1099	0.008110360143	0.1582304992	0.9722969734	0.1079339641
1100	0.008109232239	0.1582097619	0.9723042343	0.1079192481
1101	0.00810820924	0.158177997	0.9723153546	0.1079057887
1102	0.008106634061	0.158146893	0.9723262413	0.1078848857
1103	0.00810605346	0.1581323843	0.9723313187	0.1078772649
1104	0.008103012467	0.1580942943	0.9723446464	0.1078351773
1105	0.008102362547	0.1580748188	0.9723514597	0.107827447
1106	0.008101403154	0.1580573864	0.9723575575	0.1078142849
1107	0.008100109624	0.1580363225	0.9723649247	0.1077963859
1108	0.008098645987	0.1580213547	0.9723701591	0.1077749532
1109	0.008097392641	0.1579917464	0.9723805121	0.1077579879
1110	0.008096171218	0.1579639578	0.972390227	0.1077421965
1111	0.00809508125	0.1579397433	0.9723986911	0.1077281482
1112	0.008093904429	0.1579141755	0.9724076267	0.10771364
1113	0.00809198468	0.1578819025	0.9724189037	0.1076871561
1114	0.008090279779	0.1578416499	0.9724329657	0.1076643051
1115	0.008089550094	0.1578211214	0.9724401359	0.1076548277
1116	0.008088830976	0.1577964245	0.9724487607	0.107644948
1117	0.008087866219	0.1577654149	0.9724595882	0.1076327527
1118	0.008086777962	0.1577475344	0.9724658304	0.1076180669
1119	0.008084192304	0.1577025262	0.9724815402	0.1075835278
1120	0.008082906694	0.1576830271	0.9724883448	0.1075650604
1121	0.008081702186	0.157660554	0.9724961862	0.1075490697
1122	0.008080372998	0.1576380798	0.9725040269	0.1075304763
1123	0.00807889885	0.1576163612	0.9725116029	0.1075107063
1124	0.008077600394	0.1575941594	0.9725193463	0.1074939257
1125	0.008076228263	0.1575776516	0.9725251032	0.1074745018
1126	0.008075444544	0.157552044	0.9725340322	0.1074643365
1127	0.008074306026	0.1575221903	0.97254444	0.1074500345
1128	0.008072907856	0.1574936222	0.9725543977	0.1074319757
1129	0.00807100187	0.1574655994	0.9725641636	0.1074046569
1130	0.008070231996	0.1574502989	0.9725694951	0.1073944901
1131	0.008068700627	0.1574292122	0.9725768419	0.1073729366
1132	0.008066215176	0.1574050249	0.9725852678	0.1073369448
1133	0.008064634608	0.1573779319	0.9725947044	0.107315907
1134	0.008062586257	0.157336981	0.9726089647	0.1072865148
1135	0.008061229522	0.1573086445	0.9726188301	0.1072693571
1136	0.008060045704	0.1572766945	0.9726299514	0.107253777
1137	0.008057280522	0.1572385929	0.972643211	0.107216027
1138	0.008055814205	0.1572062676	0.972654458	0.1071968093
1139	0.008053743379	0.157175016	0.9726653291	0.1071688533
1140	0.008052582261	0.1571477557	0.9726748101	0.1071531375
1141	0.008050745906	0.1571201243	0.9726844185	0.1071274845
1142	0.008049385801	0.1570780694	0.9726990391	0.1071100895
1143	0.008048169942	0.1570531809	0.97270769	0.1070930835
1144	0.008046785022	0.1570142067	0.972721234	0.1070751186
1145	0.008046074789	0.1569924782	0.9727287834	0.1070656355
1146	0.008045350796	0.1569680671	0.9727372637	0.1070558619
1147	0.008044140355	0.1569441385	0.972745575	0.1070399829
1148	0.008042211494	0.1569096131	0.9727575649	0.1070128813
1149	0.00804104944	0.1568785981	0.9727683333	0.1069984318
1150	0.008040520604	0.1568661644	0.9727726498	0.1069908001
1151	0.00803986427	0.1568474842	0.972779134	0.106982678
1152	0.008037076322	0.1568134926	0.9727909313	0.1069440696
1153	0.00803589319	0.1567891418	0.9727993809	0.1069285514
1154	0.008034008255	0.1567467698	0.9728140808	0.1069030982
1155	0.008032528482	0.1567284859	0.9728204227	0.1068819104
1156	0.008031766359	0.1567100049	0.9728268322	0.1068712794
1157	0.008029759254	0.1566779706	0.9728379404	0.1068421593
1158	0.008028910731	0.1566532303	0.9728465178	0.1068312582
1159	0.008027941069	0.1566315685	0.9728540268	0.106818755
1160	0.008026842358	0.1565930747	0.9728673679	0.1068048581
1161	0.008026077565	0.1565786495	0.9728723666	0.1067932542
1162	0.008023880158	0.1565419219	0.9728850914	0.1067623745
1163	0.008021564971	0.1565097225	0.9728962448	0.1067308743
1164	0.008019894143	0.1564732912	0.9729088614	0.1067082904
1165	0.008018892708	0.1564451789	0.9729185951	0.1066953777
1166	0.008017952784	0.1564270483	0.9729248717	0.1066819433
1167	0.008015965753	0.156387482	0.9729385666	0.1066553312
1168	0.008014256288	0.1563629217	0.9729470658	0.1066312369
1169	0.008013837978	0.1563497678	0.9729516172	0.1066264375
1170	0.008012811194	0.1563192286	0.9729621827	0.1066126366
1171	0.008011669929	0.1562953239	0.9729704514	0.1065983616
1172	0.008010919518	0.1562784106	0.9729763011	0.1065876165
1173	0.008008627091	0.1562565607	0.9729838571	0.1065548681
1174	0.008007857924	0.1562434723	0.9729883828	0.1065434435
1175	0.00800698493	0.1562270261	0.972994069	0.1065318677
1176	0.008006040859	0.156202303	0.9730026157	0.1065191903
1177	0.008004913714	0.15618086	0.9730100275	0.1065034083
1178	0.008001704975	0.156140572	0.9730239502	0.1064586625
1179	0.008000785872	0.1561257405	0.9730290748	0.1064460792
1180	0.007999814202	0.156105336	0.9730361241	0.1064326817
1181	0.007998403475	0.1560780384	0.9730455535	0.1064148689
1182	0.007996457912	0.1560385817	0.9730591799	0.1063890572
1183	0.007995103295	0.1560222837	0.9730648075	0.1063701271
1184	0.007994207178	0.1560002106	0.9730724282	0.1063581678
1185	0.007993122276	0.1559805523	0.9730792144	0.1063429118
1186	0.007991615606	0.1559531033	0.9730886884	0.1063222324
1187	0.00798915402	0.1559219171	0.9730994503	0.1062875884
1188	0.007988397429	0.1559049987	0.9731052877	0.1062780154
1189	0.007988058381	0.1558896713	0.9731105756	0.106273829
1190	0.0079873481	0.1558680676	0.973118028	0.1062650764
1191	0.007985994931	0.1558365151	0.9731289103	0.1062474774
1192	0.007985353877	0.15581303	0.9731370089	0.1062388059
1193	0.007983208528	0.1557801702	0.9731483381	0.1062090592
1194	0.007980552414	0.155754281	0.9731572623	0.1061699268
1195	0.00797735101	0.1557204195	0.9731689324	0.1061243756
1196	0.007974013195	0.1556785461	0.9731833603	0.1060784111
1197	0.007972634561	0.1556615079	0.9731892299	0.1060579476
1198	0.007971022958	0.1556346002	0.9731984981	0.10603594
1199	0.007968845923	0.1556132385	0.9732058549	0.1060033029
1200	0.007966685676	0.1555899875	0.9732138612	0.1059719027
1201	0.007965805053	0.1555615626	0.9732236475	0.1059607502
1202	0.00796470531	0.1555334427	0.973233327	0.1059472966
1203	0.007963591864	0.1555134746	0.9732401994	0.1059313987
1204	0.007962897957	0.1555016828	0.9732442574	0.1059210862
1205	0.007962135464	0.1554863302	0.9732495403	0.1059108142
1206	0.007961085644	0.1554642677	0.9732571312	0.1058976972
1207	0.007959585938	0.1554330912	0.973267856	0.1058768046
1208	0.007958354954	0.1554045508	0.9732776722	0.1058607578
1209	0.007957316595	0.1553719254	0.9732888911	0.1058473247
1210	0.007956370385	0.1553413958	0.9732993872	0.1058354875
1211	0.007955773909	0.15532441	0.973305226	0.1058276227
1212	0.007954828059	0.1553116254	0.9733096203	0.1058131932
1213	0.007954114593	0.1552984237	0.9733141575	0.1058033677
1214	0.007953292742	0.1552785708	0.97332098	0.1057921499
1215	0.00795250972	0.1552670717	0.9733249312	0.1057809099
1216	0.007951986416	0.1552542224	0.9733293461	0.1057737849
1217	0.007951424365	0.1552396941	0.9733343374	0.1057655824
1218	0.007950280183	0.1552298184	0.9733377301	0.105748404
1219	0.007948897731	0.1552002746	0.973347878	0.1057295469
1220	0.007946578033	0.1551638735	0.9733603786	0.1056981023
1221	0.00794472349	0.1551275202	0.9733728599	0.1056737884
1222	0.007942849227	0.155094135	0.9733843196	0.1056484447
1223	0.00794220138	0.1550744962	0.9733910596	0.10564049
1224	0.007941153979	0.1550562828	0.9733973097	0.1056266065
1225	0.00793957853	0.1550300232	0.9734063195	0.1056059439
1226	0.007939068487	0.1550146105	0.973411607	0.1055998939
1227	0.007938092514	0.1549923671	0.9734192369	0.1055871022
1228	0.007935883635	0.1549599192	0.9734303652	0.1055556569
1229	0.007935238326	0.1549430451	0.9734361514	0.1055471503
1230	0.00793408642	0.1549147157	0.9734458642	0.1055321622
1231	0.007932345253	0.1548895526	0.97345449	0.1055075891
1232	0.007931706492	0.1548731151	0.973460124	0.1054987585
1233	0.007930750392	0.1548585634	0.973465111	0.1054842768
1234	0.007929481637	0.1548334728	0.9734737088	0.1054679211
1235	0.007928900572	0.1548181401	0.9734789622	0.1054597735
1236	0.007927370083	0.1547917188	0.9734880136	0.1054395925
1237	0.007926728334	0.1547731318	0.9734943802	0.1054317465
1238	0.007925880799	0.1547532834	0.9735011781	0.1054209007
1239	0.007925024608	0.154732127	0.9735084229	0.1054093489
1240	0.007923292339	0.1546978299	0.9735201656	0.1053870781
1241	0.007922124408	0.1546728017	0.9735287331	0.1053708767
1242	0.007920466407	0.1546583168	0.9735336908	0.1053466731
1243	0.007919093325	0.154641327	0.9735395054	0.1053275981
1244	0.007918035678	0.1546154883	0.9735483471	0.1053141632
1245	0.007917176673	0.1545982181	0.973554256	0.1053019212
1246	0.007915757046	0.154566522	0.9735650988	0.1052837551
1247	0.00791442547	0.1545489839	0.9735710974	0.1052663798
1248	0.007913647532	0.1545278263	0.9735783331	0.1052558071
1249	0.007912395953	0.1545099363	0.9735844505	0.105238927
1250	0.007911302259	0.1544933293	0.9735901286	0.1052236465
1251	0.007908997182	0.1544637253	0.9736002489	0.1051918075
1252	0.007908105824	0.1544407793	0.9736080918	0.1051802923
1253	0.007907131921	0.1544114237	0.9736181238	0.1051680335
1254	0.007905953492	0.154392562	0.9736245687	0.1051512237
1255	0.007902580647	0.1543574306	0.9736365705	0.1051044961
1256	0.00790200601	0.154348101	0.9736397573	0.1050968828
1257	0.007900709663	0.1543245979	0.9736477847	0.1050782497
1258	0.007899970905	0.1543101097	0.9736527324	0.1050686409
1259	0.007899301027	0.1542955039	0.9736577198	0.1050602007
1260	0.007897784279	0.1542791974	0.9736632874	0.1050380349
1261	0.007896605508	0.1542558634	0.9736712534	0.1050226714
1262	0.007895872097	0.1542344137	0.9736785751	0.1050140588
1263	0.007895567278	0.1542251927	0.9736817223	0.1050097732
1264	0.007894210705	0.1541970636	0.9736913218	0.1049915268
1265	0.007893921613	0.1541882681	0.973694323	0.1049874593
1266	0.007893215488	0.1541715624	0.9737000229	0.10497852
1267	0.007891671302	0.1541373403	0.9737116975	0.1049571527
1268	0.007890680769	0.1541160155	0.9737189709	0.1049446757
1269	0.007889810854	0.154088637	0.9737283077	0.1049340577
1270	0.007888459253	0.1540570688	0.9737390711	0.1049156926
1271	0.007886773545	0.1540265399	0.9737494782	0.1048934768
1272	0.007885089219	0.1540020486	0.9737578255	0.1048690843
1273	0.007884724043	0.1539936827	0.9737606766	0.1048640818
1274	0.007884012896	0.1539705783	0.9737685496	0.1048549886
1275	0.007882312157	0.1539489816	0.9737759078	0.1048312007
1276	0.007881697496	0.1539300695	0.9737823505	0.1048237396
1277	0.007881097588	0.1539100332	0.9737891753	0.1048154575
1278	0.007879922394	0.1538856684	0.9737974733	0.1048004113
1279	0.007879268248	0.153865916	0.9738041994	0.1047921855
1280	0.007878303216	0.1538390193	0.973813357	0.1047794176
1281	0.007877574654	0.1538227636	0.9738188908	0.1047699674
1282	0.007876762139	0.1538043261	0.9738251667	0.104759565
1283	0.007875720339	0.1537697541	0.9738369325	0.104746297
1284	0.00787480654	0.1537456817	0.9738451234	0.1047341118
1285	0.007872886884	0.1537127795	0.9738563167	0.1047070687
1286	0.007871513289	0.1536968448	0.9738617368	0.1046876083
1287	0.007870161648	0.153673329	0.9738697346	0.1046685149
1288	0.007869337327	0.1536553595	0.9738758452	0.1046570205
1289	0.007868525743	0.1536361617	0.9738823727	0.1046454186
1290	0.007867746968	0.1536159848	0.9738892323	0.1046355106
1291	0.007866568034	0.1535933715	0.9738969191	0.1046183688
1292	0.007864912086	0.1535602749	0.9739081674	0.1045972968
1293	0.007864465111	0.1535480326	0.9739123274	0.1045907531
1294	0.007863906244	0.1535316836	0.9739178825	0.1045839465
1295	0.007862837671	0.1535094189	0.9739254467	0.1045701813
1296	0.007861960416	0.1534938676	0.9739307293	0.1045581331
1297	0.007860245321	0.1534645355	0.9739406919	0.1045336611
1298	0.007859415611	0.1534517632	0.9739450293	0.1045223045
1299	0.007859024552	0.1534433185	0.973947897	0.1045173523
1300	0.007858075677	0.1534184398	0.9739563443	0.1045053087
1301	0.007857541556	0.1534029023	0.9739616191	0.1044988635
1302	0.007856212435	0.1533807139	0.973969151	0.1044796357
1303	0.007853957103	0.1533592811	0.9739764254	0.1044463735
1304	0.007851631423	0.1533218761	0.9739891184	0.104415566
1305	0.007851169998	0.1533135697	0.9739919367	0.104408572
1306	0.007850656758	0.1532973364	0.973997444	0.1044025127
1307	0.007849066635	0.1532704847	0.9740065525	0.1043811145
1308	0.007847590271	0.1532472772	0.9740144235	0.1043608732
1309	0.007846026131	0.1532213298	0.9740232223	0.1043397663
1310	0.007844890696	0.1532093739	0.9740272762	0.1043231602
1311	0.007844382926	0.1532010692	0.9740300918	0.1043166708
1312	0.007843064494	0.1531878709	0.9740345662	0.1042974778
1313	0.007842900122	0.1531839785	0.9740358857	0.1042952682
1314	0.007841791406	0.1531623357	0.974043222	0.1042803239
1315	0.007840646989	0.153146081	0.9740487311	0.104264033
1316	0.007839215128	0.1531287368	0.9740546089	0.1042443477
1317	0.007838510483	0.153104516	0.9740628159	0.1042351746
1318	0.007838086119	0.1530939546	0.9740663942	0.1042291191
1319	0.007836996794	0.153073029	0.9740734831	0.1042149406
1320	0.007835998336	0.153062788	0.9740769521	0.1041997664
1321	0.007835342508	0.1530449181	0.9740830047	0.1041908271
1322	0.007835003617	0.1530354261	0.9740862195	0.1041864526
1323	0.007832925711	0.1530157747	0.9740928742	0.104155787
1324	0.00783124486	0.1529966287	0.9740993571	0.1041319216
1325	0.007829590562	0.1529808401	0.9741047025	0.1041067172
1326	0.007827801998	0.1529647319	0.9741101555	0.1040805471
1327	0.007826245969	0.152941106	0.9741181524	0.104058825
1328	0.007823360333	0.1529002096	0.9741319922	0.1040190061
1329	0.007821897908	0.1528760183	0.974140177	0.1039992618
1330	0.007820291789	0.1528425086	0.9741515124	0.1039791637
1331	0.007819625925	0.1528193777	0.9741593356	0.1039706708
1332	0.007817254135	0.1527849182	0.974170988	0.1039381271
1333	0.007816247225	0.1527578127	0.9741801518	0.1039253652
1334	0.007815541464	0.152731916	0.9741889054	0.1039167592
1335	0.007812309817	0.1527001487	0.9741996414	0.1038718325
1336	0.007811676656	0.1526809418	0.9742061314	0.103863727
1337	0.007810694922	0.1526528541	0.9742156208	0.1038510954
1338	0.007809108464	0.1526178275	0.974227452	0.1038292121
1339	0.007807968212	0.1525933197	0.9742357286	0.1038143412
1340	0.007807125001	0.1525710327	0.974243254	0.1038023455
1341	0.007805224894	0.1525537947	0.9742490739	0.1037751823
1342	0.007804042939	0.152534085	0.9742557274	0.1037582019
1343	0.007802012387	0.1525033478	0.9742661019	0.1037306506
1344	0.007800173679	0.1524894815	0.9742707813	0.1037037117
1345	0.007799298478	0.1524620267	0.9742800453	0.1036927929
1346	0.007798674137	0.152443332	0.9742863524	0.1036852751
1347	0.00779795547	0.152418293	0.9742947987	0.1036765913
1348	0.007797819979	0.152413938	0.9742962676	0.1036749352
1349	0.007796778926	0.1523952968	0.9743025547	0.1036602532
1350	0.007796526974	0.1523883503	0.9743048973	0.1036572521
1351	0.007795567642	0.1523708442	0.9743108006	0.103643717
1352	0.007794731715	0.1523529225	0.9743168433	0.1036321098
1353	0.007793118235	0.1523197367	0.9743280308	0.1036100402
1354	0.007792750416	0.1523074002	0.974332189	0.1036054945
1355	0.007791712654	0.1522863183	0.9743392942	0.1035920167
1356	0.007790758881	0.1522724014	0.9743439841	0.1035787906
1357	0.00779022249	0.152257279	0.9743490797	0.1035722639
1358	0.007788987547	0.152226952	0.9743592971	0.1035547185
1359	0.007788546408	0.1522147608	0.9743634039	0.1035489343
1360	0.007787165777	0.1521918426	0.9743711232	0.1035301258
1361	0.007786421019	0.1521706307	0.9743782668	0.1035210579
1362	0.007785323706	0.1521459403	0.9743865807	0.1035067255
1363	0.007783326544	0.1521158444	0.9743967128	0.1034802523
1364	0.007782758033	0.1520987762	0.9744024581	0.1034727095
1365	0.007781756491	0.1520762313	0.974410046	0.1034596895
1366	0.00778117864	0.1520575953	0.9744163174	0.1034525222
1367	0.007780476183	0.1520469592	0.9744198963	0.1034424578
1368	0.007778150252	0.1520192935	0.9744292043	0.1034093511
1369	0.007776423558	0.1519907512	0.9744388055	0.1033865692
1370	0.007775247243	0.1519745031	0.9744442703	0.1033699835
1371	0.007774505691	0.1519540151	0.9744511602	0.1033600632
1372	0.007773116725	0.1519224101	0.974461787	0.1033415171
1373	0.007772196695	0.1518963244	0.9744705562	0.1033304623
1374	0.00777074679	0.1518704262	0.974479261	0.1033115464
1375	0.007770112201	0.1518571791	0.974483713	0.1033035294
1376	0.007769400224	0.1518416008	0.9744889479	0.1032942894
1377	0.007767056418	0.1518239652	0.9744948735	0.1032603404
1378	0.007766041873	0.1518055071	0.9745010747	0.1032470886
1379	0.007765024518	0.1517887298	0.9745067106	0.1032336251
1380	0.007763943327	0.1517673485	0.9745138922	0.1032196875
1381	0.007762502741	0.1517539778	0.9745183826	0.103197789
1382	0.007759834612	0.1517209422	0.9745294757	0.103161132
1383	0.007759509776	0.1517092429	0.9745334036	0.1031571458
1384	0.007758749165	0.1516908449	0.97453958	0.1031477258
1385	0.007758002029	0.1516681927	0.9745471835	0.1031387949
1386	0.007756544025	0.1516490365	0.9745536127	0.103118123
1387	0.007754832058	0.1516193351	0.9745635794	0.1030951477
1388	0.007754690832	0.151615262	0.974564946	0.1030934677
1389	0.007753779284	0.1515942691	0.9745719891	0.1030806464
1390	0.007753108401	0.1515795359	0.9745769314	0.1030716184
1391	0.007752120701	0.1515630425	0.9745824637	0.1030584463
1392	0.007750784119	0.1515389148	0.9745905556	0.1030408789
1393	0.007749944035	0.1515133874	0.9745991156	0.1030304647
1394	0.007748559805	0.1514843015	0.974608867	0.1030120358
1395	0.007747603943	0.1514531409	0.974619312	0.1030000645
1396	0.007746681589	0.151423056	0.9746293943	0.1029881109
1397	0.007746202083	0.1514083447	0.9746343237	0.1029819056
1398	0.007744192906	0.1513793942	0.9746440231	0.1029543175
1399	0.007742893266	0.1513687893	0.9746475756	0.102935339
1400	0.007741504321	0.1513435649	0.9746560244	0.1029169037
1401	0.007740671613	0.151322748	0.9746629959	0.1029050796
1402	0.007739619914	0.1513077929	0.9746680037	0.1028909039
1403	0.007738625597	0.1512775485	0.9746781298	0.1028780769
1404	0.007737493389	0.1512507887	0.9746870875	0.1028637121
1405	0.007735984096	0.1512201972	0.9746973259	0.1028429584
1406	0.007734922278	0.1512013579	0.97470363	0.1028279414
1407	0.007734408261	0.1511844131	0.9747092995	0.1028214175
1408	0.007733477387	0.1511634377	0.9747163167	0.1028092159
1409	0.007732739792	0.151139379	0.9747243642	0.1028002192
1410	0.007731423986	0.1511180684	0.9747314914	0.1027824624
1411	0.007730367006	0.1510967883	0.9747386074	0.1027678416
1412	0.00772947218	0.1510714974	0.9747470633	0.1027563074
1413	0.00772780866	0.151041677	0.9747570318	0.1027348322
1414	0.007726973103	0.1510262455	0.9747621895	0.1027234348
1415	0.007726072658	0.151003241	0.9747698775	0.1027120435
1416	0.00772523064	0.1509798885	0.9747776805	0.1027014471
1417	0.007724562401	0.150965112	0.9747826173	0.102692404
1418	0.00772350777	0.1509387134	0.9747914358	0.1026791155
1419	0.007721605215	0.1509071546	0.9748019761	0.1026540209
1420	0.007721199501	0.1508968025	0.9748054331	0.1026491709
1421	0.007719682929	0.1508700933	0.9748143514	0.1026293455
1422	0.007718125295	0.1508472529	0.9748219766	0.102606887
1423	0.007717137266	0.1508204963	0.9748309077	0.1025940047
1424	0.007716493004	0.1508026329	0.9748368695	0.1025851406
1425	0.007716169321	0.1507894484	0.9748412692	0.1025813777
1426	0.007714854415	0.1507702709	0.9748476682	0.1025637386
1427	0.007714140407	0.1507559644	0.9748524414	0.1025546663
1428	0.007713810885	0.1507473264	0.9748553231	0.1025507983
1429	0.00771250099	0.1507142995	0.9748663397	0.1025337322
1430	0.007711610825	0.1506956072	0.9748725737	0.1025212609
1431	0.007710848453	0.1506743699	0.9748796555	0.1025117531
1432	0.007709406884	0.1506594276	0.9748846376	0.1024906909
1433	0.00770843159	0.1506330652	0.9748934262	0.1024779737
1434	0.007706706299	0.1506062292	0.9749023711	0.102453871
1435	0.007706581233	0.15060026	0.9749043606	0.1024525006
1436	0.007705155758	0.1505806973	0.9749108799	0.102431645
1437	0.007703474689	0.150566069	0.9749157543	0.1024071325
1438	0.007702553167	0.1505442455	0.9749230253	0.1023945897
1439	0.007701871723	0.1505266193	0.9749288972	0.1023845894
1440	0.007701445406	0.1505132683	0.9749333443	0.102379099
1441	0.007699708161	0.1504953764	0.9749393035	0.1023537504
1442	0.007699097044	0.1504748837	0.9749461279	0.1023459014
1443	0.007698774705	0.1504699575	0.9749477683	0.1023408197
1444	0.007698376079	0.1504584657	0.9749515948	0.102335975
1445	0.007697999711	0.1504475836	0.974955218	0.1023314044
1446	0.007696697421	0.1504320947	0.9749603745	0.1023129798
1447	0.007695946361	0.150414916	0.974966093	0.1023022687
1448	0.007695411237	0.1504013975	0.9749705927	0.1022945294
1449	0.007693416673	0.1503701955	0.9749809767	0.1022668993
1450	0.007692248649	0.1503454003	0.974989227	0.1022509526
1451	0.007691081426	0.1503169144	0.9749987037	0.1022352199
1452	0.00769073188	0.1503073643	0.9750018804	0.1022309646
1453	0.007689504127	0.150289417	0.9750078498	0.1022137721
1454	0.007687747293	0.1502642535	0.9750162182	0.1021885929
1455	0.007686474181	0.150252509	0.9750201234	0.1021691844
1456	0.007686139995	0.1502456228	0.9750224131	0.1021640709
1457	0.007684852159	0.1502141946	0.9750328615	0.1021478361
1458	0.007683740988	0.1501888229	0.9750412949	0.102132872
1459	0.007682143244	0.1501642414	0.9750494642	0.1021098134
1460	0.007681182417	0.1501416438	0.9750569731	0.1020974794
1461	0.00768061268	0.1501224163	0.9750633612	0.1020901667
1462	0.007680090847	0.1501078512	0.9750681998	0.1020834393
1463	0.007679089309	0.1500866108	0.975075255	0.1020694836
1464	0.007678296387	0.150065616	0.9750822277	0.1020595768
1465	0.007677093877	0.1500543638	0.9750859643	0.1020412031
1466	0.007676102214	0.1500273075	0.975094948	0.1020270359
1467	0.007675423442	0.150011748	0.9751001136	0.1020175927
